,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,CL,NG,PM,NU,EM,RE,PA,CLPRB,HYTCB,NGMPB,PAPRB,GDPRX,TETGR,CLTCD,NGTCD,PATCD,NUETD,TPOPP,TEACB,TECCB,TEICB,TEEIB,TERCB,Precipitation,Temperature,TETCV,RETCD,ELISB,TE,ESTCD,GrowthRate
10,10,10,10,10,10,10,10,10,1.82253,96.82814,417.16121,0.0,0.0,0.0,417.16121,2914.7091600000012,64579.78217000001,1165.9589999999996,10347.2,0.0,0.0,0.21136,0.54105,1.95606,0.0,1792.0,194128.5071,82034.74648999999,155497.1492,135279.2003,88708.25685,11.98,67.3,743.12157,-inf,25352.87314,25868.685019999997,5.3244,0.0
11,11,11,11,11,11,11,11,11,2.22759,114.38768,453.17928,0.0,0.0,0.0,453.17928,25304.97498000001,69609.84906000001,919.212,7168.8,0.0,0.0,0.25096999999999997,0.57719,2.05091,0.0,1895.8139999999999,204288.3791,92420.07537,158804.9115,153005.3048,98657.38377,12.17,66.0,819.61578,-inf,24285.1272,24854.92175,5.41099,0.0
12,12,12,12,12,12,12,12,12,2.51057,124.66431000000001,516.58303,0.0,0.0,0.0,516.58303,65227.65802,70406.32015,468.07800000000003,5759.4,0.0,0.0,0.33373,0.5824600000000001,1.98298,0.0,2008.2910000000002,225161.7965,102004.8192,178742.0358,169687.43399999998,110491.1751,14.86,67.3,944.4813,-inf,31742.43064,32386.18855,5.79022,0.0
13,13,13,13,13,13,13,13,13,3.2362900000000003,131.32118,665.23456,0.0,0.0,0.0,665.23456,71697.42911,74774.3496,132.0,4663.2,0.0,0.0,0.32600999999999997,0.65317,2.04278,0.0,2124.438,243866.6606,113205.4643,190539.6285,191124.3593,122453.8561,7.22,66.4,1136.6987800000004,-inf,28985.77882,29785.57085,6.31862,0.0
14,14,14,14,14,14,14,14,14,8.417589999999999,136.13516,952.112,0.0,0.0,0.0,952.112,142379.1262,77275.3736,238.56,4292.0,0.0,0.0,0.17406,0.75068,2.92509,0.0,2223.196,233251.7574,120126.3935,198516.9795,221293.0147,124373.5265,11.92,67.3,1499.56234,-inf,15258.502019999998,16355.166769999998,7.62665,0.0
15,15,15,15,15,15,15,15,15,21.07089,148.38474,1056.22024,0.0,0.0,0.0,1056.22024,154258.7742,75483.5631,218.81599999999997,3683.0,0.0,0.0,0.22791999999999998,1.01352,3.4457400000000002,0.0,2284.847,230132.5052,122308.2232,178073.0196,229860.6028,129480.4893,6.64,66.3,1794.39225,-inf,15608.7503,16834.42617,9.6518,0.0
16,16,16,16,16,16,16,16,16,38.30955,209.09211000000002,1126.5936800000004,0.0,0.0,0.0,1126.5936800000004,230085.3746,78612.19542,275.624,3010.2,0.0,0.0,0.27371999999999996,1.27447,3.6695900000000004,0.0,2346.157,235045.6592,132602.1377,190110.96600000001,276144.6874,134115.615,6.28,68.3,2016.05976,inf,-19977.74331,-18603.74797,10.328,0.0
17,17,17,17,17,17,17,17,17,97.35965,259.45212999999995,1342.8641599999999,0.0,0.0,0.0,1342.8641599999999,244195.2167,68842.57507,253.44,2476.6,48878.5382,15.116389999999999,0.54135,1.61416,3.8289,0.0,2425.197,253252.1901,138791.3452,207200.8455,313873.9612,139623.3197,10.17,69.4,2415.81229,inf,-44182.93097,-42483.25503,11.83254,0.10463902580458113
18,18,18,18,18,18,18,18,18,85.23657,308.97084,1464.15345,0.0,0.0,0.0,1464.15345,199922.551,72740.79922999999,304.5042,2424.4,53993.14082000001,13.85249,0.5328,1.81529,4.10234,0.0,2515.3160000000007,267014.7717,135112.5745,207073.6587,315996.075,138738.9681,15.73,69.0,2673.92293,inf,-35480.12023,-33621.75937,12.68814,0.09407071051733626
19,19,19,19,19,19,19,19,19,224.94754,383.21071,1876.1579399999998,0.0,0.0,0.0,1876.1579399999998,251481.9896,75122.5793,258.2138,2737.6,59072.31394,13.31235,0.9135700000000001,2.4043400000000004,5.43345,0.0,2635.571,274215.543,133590.7732,231166.4643,370481.3544,147419.2723,10.39,68.3,3369.85954,inf,-69405.44621000001,-66921.13002000001,14.14911,0.031043830818319223
20,20,20,20,20,20,20,20,20,246.96301,434.01624000000004,2447.34854,0.0,0.0,0.0,2447.34854,240794.7227,102171.4233,224.486,2354.8,60906.14486,12.38723,1.00804,2.8616599999999996,8.13466,0.0,2737.774000000001,265917.6033,138112.6391,196777.9198,396294.6597,153650.6775,12.23,69.4,4168.28971,inf,-85621.93544,-82493.60765,15.67811,0.02782883868115504
21,21,21,21,21,21,21,21,21,348.259,502.5093,2696.25901,0.0,0.19199000000000002,0.0,2696.4509999999996,256339.8382,71114.17364,196.91099999999997,2070.6,62601.09214,12.58456,1.09022,3.1787,9.50309,0.0,2810.107,269161.8864,136413.2016,231957.3764,429388.2652,150275.1784,13.7,69.6,4690.124620000001,inf,-100721.6751,-97174.64779,16.88133,-0.023521155456953286
22,22,22,22,22,22,22,22,22,426.90799000000004,525.90328,2551.20607,0.0,0.43451999999999996,0.0,2551.64059,273011.0913,73333.60779,104.346,1943.0,61128.642120000004,12.209660000000001,1.26963,4.4343900000000005,9.19322,0.0,2889.861,261414.5536,138057.5839,191878.6359,413848.8578,155008.7216,13.79,67.1,4800.5551799999985,inf,-105473.92,-101969.90266,19.83921,0.05714749385635465
23,23,23,23,23,23,23,23,23,388.36291,536.45516,2348.66072,0.0,0.05524,0.0,2348.71596,251813.2065,152355.3319,137.94,1374.6,64621.990820000006,11.72681,1.3145200000000001,4.99375,8.12761,0.0,2968.925,263359.1166,138280.7104,190241.8638,441907.4914,165927.8943,21.86,67.8,4772.23778,inf,-123025.3799,-119751.90110999999,20.15861,0.1075242878133292
24,24,24,24,24,24,24,24,24,417.79874,573.4372900000002,2499.93594,0.0,0.0,0.0,2499.93594,254418.7799,163692.0068,47.115,1247.0,71570.42436,11.2125,1.28608,5.09727,8.01816,0.0,3067.135,279837.1203,154865.7085,197812.8867,482779.615,169967.6817,15.53,68.1,5111.1062299999985,inf,-149834.4714,-146343.29942999998,20.55666,0.063680646311037
25,25,25,25,25,25,25,25,25,465.71702,580.56396,2589.33441,7.8319600000000005,0.0,0.0,2589.33441,212530.8763,146122.6278,89.25,1015.0,76128.07523999999,11.072189999999999,1.36169,4.92347,8.1706,0.65241,3183.538,293425.0276,169343.7312,194691.2343,507506.6483,185443.9899,12.88,68.7,5455.67368,inf,-137017.5779,-133374.13055,21.14944,0.05903049257232226
26,26,26,26,26,26,26,26,26,421.12115,379.65395,2181.7145800000008,68.3701,0.0,0.0,2181.7145800000008,255169.5383,151060.2537,65.457,933.8,80621.95302,10.57808,1.42325,4.1236,6.52267,0.64781,3308.262,299695.4682,174349.8987,197132.8077,539383.0682,181647.1923,11.8,70.3,5108.665529999998,inf,-163284.855,-160233.99522,21.87192000000001,0.041537028247991714
27,27,27,27,27,27,27,27,27,376.05421,426.62958,2383.63558,114.76663,0.0,0.0,2383.63558,251261.1783,105592.3349,62.16,754.0,83970.74936,10.3091,1.3293700000000002,4.09725,6.97392,0.81666,3437.103,312314.6492,191706.7241,169660.4097,545654.9837,191981.2112,12.5,69.2,5438.23736,inf,-143952.9679,-140651.88189999998,21.31357,0.047745223789914165
28,28,28,28,28,28,28,28,28,439.59174,487.91495,2283.24264,188.10495,0.0,0.0,2283.24264,273761.8497,80384.6875,57.903999999999996,661.2,87979.95158,10.30132,1.42244,4.45087,6.5686300000000015,0.77341,3535.183,322828.0071,197457.5154,184669.3069,647659.8471,201355.168,11.63,70.5,5624.49967,inf,-220881.2324,-217482.37811999998,21.73489,0.008891609349076223
29,29,29,29,29,29,29,29,29,488.28292999999996,510.33258,2576.98569,70.82651,0.0,0.0,2576.98569,263538.2866,82170.81933,1414.4,794.6,88762.23494,10.624889999999999,1.38267,3.9231599999999998,7.33887,0.85251,3622.185,322208.9651,212385.5381,193915.3277,558718.9908,214578.7877,6.48,71.4,6028.3582,inf,-98723.64934,-95077.22163,22.09514,0.007839317931441938
30,30,30,30,30,30,30,30,30,498.24097,464.04492999999997,2874.92493,156.66216,0.0,0.0,2874.92493,249018.4159,77157.62555,2193.0,701.8,89458.07032,10.6053,1.45084,4.52257,8.3167,0.71875,3684.097,325551.3076,215545.6382,189010.9396,651525.6035,218622.1319,14.95,69.6,6501.68115,inf,-185367.4493,-181373.57631,22.81347,0.004166402636081439
31,31,31,31,31,31,31,31,31,497.22314000000006,468.78335,2733.5790899999997,184.43862,0.0,0.0,2733.5790899999997,290251.0552,70292.09544,1255.52045,643.8,89830.78866,10.66344,1.43184,4.58089,7.7553,0.70101,3788.5759999999996,332395.1636,210530.3264,192826.3445,692118.9165,222153.3557,10.78,69.1,6448.64948,inf,-224362.6495,-220478.6253,23.09213,0.10172432833230781
32,32,32,32,32,32,32,32,32,516.32078,493.04607999999996,2934.46459,146.71223,0.0,0.0,2934.46459,275297.6573,68471.86889,794.95358,545.2,98968.7653,9.940380000000001,1.3964299999999998,4.5652300000000015,8.0946,0.54713,3915.74,336927.3399,215106.2646,206028.6708,726110.1682,225724.3669,16.42,69.8,6916.88072,inf,-240601.0528,-236510.50911999997,23.93648,0.051335290327199794
33,33,33,33,33,33,33,33,33,536.16755,487.12730999999997,3248.36288,133.71509,2.6461200000000002,0.0,3251.009,267526.5079,69040.28018999999,614.0871099999998,423.4,104049.3556,9.63988,1.3753600000000001,4.85765,8.53323,0.57735,4065.44,354096.9966,218895.5763,199862.0282,698655.0269,230168.5019,14.99,70.2,7367.16515,inf,-204296.7771,-199891.40427,24.05341,0.09679923764948335
34,34,34,34,34,34,34,34,34,562.8154599999998,528.89278,3291.81046,138.09955,6.92577,0.0,3298.73623,288012.7488,75981.7243,772.0729299999997,377.0,114121.2539,9.24602,1.39868,4.63727,8.477219999999999,0.57023,4245.089,367010.8247,230656.6332,210938.9844,734002.8523,246561.2001,11.63,70.9,7560.4176,inf,-211860.3979,-207338.77965,23.22789,0.07602419009172844
35,35,35,35,35,35,35,35,35,486.35432000000003,504.22742,3460.5658300000005,138.66984,21.915779999999998,0.0,3482.481610000001,262514.0593,85470.17672999999,577.2402,411.8,122797.2298,8.849639999999997,1.4184,4.63229,8.48715,0.48908999999999997,4432.499,373358.8247,240055.4457,229573.4326,723170.3308,243723.397,11.18,70.3,7691.067840000002,inf,-183150.887,-178561.06959,22.32023,0.07899687245224797
36,36,36,36,36,36,36,36,36,502.2863,525.94057,4068.0609299999996,148.37966,20.24026,0.0,4088.3011899999997,228629.8872,95276.44103999999,468.44887,487.2,132497.8269,8.6896,1.46508,4.8798699999999995,9.328610000000001,0.48986,4586.94,394405.1271,252436.6538,241790.5482,751259.9628,262721.4087,10.51,70.6,8519.00251,inf,-171949.6195,-166704.95204,22.11201,0.06958735336058569
37,37,37,37,37,37,37,37,37,534.68062,584.44012,4015.12292,151.37831,20.16921,0.0,4035.29213,256500.4123,123060.4507,461.49608,475.6,141718.0,8.37823,1.4455799999999999,4.9313400000000005,9.184569999999999,0.49208999999999997,4736.99,395050.4749,264827.2886,250282.033,814931.4423,277185.77,10.56,69.7,8606.8385,inf,-210871.5617,-205585.93973,21.63151,0.09386245925005998
38,38,38,38,38,38,38,38,38,523.91548,694.5629,3675.88217,149.06416000000004,13.05246,0.0,3688.9346299999997,247729.3654,111863.0172,464.29675999999995,452.4,155020.0,8.0264,1.35459,4.92151,7.734610000000001,0.46892,4883.3420000000015,425151.3641,282241.3634,244415.7032,846644.2402,292444.178,13.62,68.1,8413.38688,inf,-226710.4267,-221667.00199,21.47574,0.08580183202167463
39,39,39,39,39,39,39,39,39,544.79715,736.59385,4221.0659,143.61406000000005,12.26644,0.0,4233.33234,258147.5585,99793.66264,480.81464000000005,382.8,168321.0,7.65797,1.3509799999999998,4.94796,8.42176,0.45183999999999996,5023.823,448499.5523,293982.4568,244122.6642,863646.1829,302391.3156,9.68,69.6,9036.290309999997,inf,-219643.992,-213997.92104000002,21.19633,0.06498891998027578
40,40,40,40,40,40,40,40,40,546.0526,1114.57492,5517.2944,139.71331,17.69763,0.0,5534.9920299999985,286772.3142,85221.35742,373.11323,342.2,179260.0,7.438569999999999,1.2616399999999999,5.95279,10.82822,0.44096,5166.304,460490.216,311260.2785,232783.0447,918884.8912,328904.7268,12.43,70.0,10653.90114,inf,-238569.5112,-231251.87597,21.24508,0.03748186990962847
41,41,41,41,41,41,41,41,41,539.48662,1371.79828,5333.3400999999985,138.29611,23.3734,0.0,5356.7135,293303.2569,78774.29715,311.16246,342.2,185979.0,7.18503,1.2723,6.17686,10.343589999999999,0.46103999999999995,5303.8690000000015,475781.654,309311.7517,214398.9653,924513.9213,336772.4716,7.81,69.7,10662.30543,inf,-241263.913,-233880.99189,21.29894,0.02371235462068298
42,42,42,42,42,42,42,42,42,516.1692400000002,1285.8705699999996,5076.67417,135.90352,12.277439999999999,0.0,5088.95161,280064.3248,75556.70214,306.10038,365.4,190389.0,7.0814,1.26986,5.47989,9.61638,0.42172,5451.472,485849.6985,315794.4447,208006.50199999998,939330.3455,338569.4707,7.83,70.0,10453.02126,inf,-252406.2714,-245391.6539,21.13391,0.05105862208425907
43,43,43,43,43,43,43,43,43,521.18199,1642.79965,6359.113460000001,124.91542,14.95002,0.0,6374.06348,262250.5701,72454.91114,447.86834000000016,272.6,200110.0,6.82397,1.2819999999999998,6.38679,11.87391,0.4194,5590.82,497783.2715,315230.0153,201687.9022,933968.7333,350843.032,10.05,70.7,11887.54232,inf,-235691.9208,-227043.91028,21.5218,0.03736444955274599
44,44,44,44,44,44,44,44,44,555.35,2305.20943,7911.738269999999,130.57777,16.573539999999998,0.0,7928.311809999997,278231.4218,69884.87922999999,337.48363,301.6,207587.0,6.89739,1.30544,6.7777199999999995,14.09389,0.44546,5758.691999999999,511520.0498,323077.9909,230731.2347,1018496.929,366479.7348,7.6,69.3,13863.340519999998,inf,-287810.1272,-276907.25173,21.82902,0.07409423518813799
45,45,45,45,45,45,45,45,45,610.39914,2750.19753,10013.18261,147.90604,256.35396000000003,0.0,10269.53657,263426.4922,64094.23194,238.75378999999998,290.0,222968.0,6.6322800000000015,1.42469,8.83425,17.375120000000006,0.5491699999999999,5973.97,534497.8817,335423.7356,227379.4354,969663.5845,381485.9443,9.57,70.7,16698.38964,inf,-218060.3657,-204538.68038,22.82642,0.07196099888773277
46,46,46,46,46,46,46,46,46,626.86107,2795.64742,11325.10788,156.76763,299.20036,0.0,11624.30824,179356.1016,67378.81478,623.35362,319.0,239013.0,6.40356,1.45112,8.122110000000001,19.30866,0.62559,6190.986999999999,551814.9966,346070.4541,234295.9184,987669.9655,398352.2728,11.81,70.2,18909.24173,inf,-200419.1135,-185514.7295,24.14242,0.026002769723822552
47,47,47,47,47,47,47,47,47,705.50676,3217.49573,11847.93644,158.94598,354.49601,0.0,12202.43245,173933.604,65211.38016,669.58419,249.4,245228.0,6.40805,1.6088200000000001,8.443769999999999,20.475720000000006,0.56602,6360.238,547346.3298,366727.6044,233891.4245,1056326.76,423468.0486,9.79,70.5,20175.18204,inf,-228002.7826,-212072.89769,25.01884,-0.014712838664426575
48,48,48,48,48,48,48,48,48,808.01486,3773.86002,13718.07116,170.1529,494.32158,0.0,14212.392740000001,173998.05,71795.27831000001,537.121,301.6,241620.0,6.39465,1.7614299999999998,9.74765,24.59675,0.5565,6499.2069999999985,519773.5212,367050.8881,244953.6902,1116384.368,413297.4169,8.62,70.0,22584.81309,inf,-299182.0802,-280711.98126000003,26.7132,-0.044557569737604504
49,49,49,49,49,49,49,49,49,754.41838,2274.1372899999997,8923.28621,190.00053,355.55337000000014,0.0,9278.83958,160705.948,62730.8872,726.952,266.8,230854.0,6.29971,1.8255299999999999,6.38089,17.18042,0.59241,6587.653,493623.1949,352103.5235,207759.871,1057668.043,400826.9578,5.67,71.1,17539.30683,inf,-279871.5461,-267729.70369,28.00765,-0.044557569737604504
