,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,CL,NG,PM,NU,EM,RE,PA,CLPRB,HYTCB,NGMPB,PAPRB,GDPRX,TETGR,CLTCD,NGTCD,PATCD,NUETD,TPOPP,TEACB,TECCB,TEICB,TEEIB,TERCB,Precipitation,Temperature,TETCV,RETCD,ELISB,TE,ESTCD,GrowthRate
10,10,10,10,10,10,10,10,10,14.320170000000001,80.7144,291.7387700000001,0.0,0.0,0.0,291.7387700000001,137697.516,690.03297,1321757.27,743467.2,0.0,0.0,0.14409,0.39431,1.92796,0.0,1023.0,138461.1187,64490.20555,193844.6769,159858.983,61974.26046000001,6.28,56.0,462.19827,inf,-94498.26936,-94111.49602,5.62492,0.0
11,11,11,11,11,11,11,11,11,18.33344,90.40135,309.04795,0.0,0.0,0.0,309.04795,152924.49300000002,285.4312,1361162.491,686789.6,0.0,0.0,0.1519,0.43533,2.02893,0.0,1053.737,142540.455,67765.63984,194681.4783,176250.6066,64605.96900000001,8.05,54.8,499.16676,inf,-104940.5543,-104522.77156,5.66798,0.0
12,12,12,12,12,12,12,12,12,19.0107,97.48459,334.93307999999996,0.0,0.0,0.0,334.93307999999996,154290.0573,209.68694,1414839.5259999996,641045.0,0.0,0.0,0.15355,0.45085,1.99247,0.0,1078.697,159267.5486,69355.01604,203950.1679,189187.7226,69265.95219,10.11,56.7,543.26995,inf,-112440.3238,-111988.89542999999,5.93578,0.0
13,13,13,13,13,13,13,13,13,21.15457,81.7502,400.17281,0.0,0.0,0.0,400.17281,164714.0801,674.8175,1397971.6809999999,585718.8,0.0,0.0,0.15729,0.44953000000000004,2.15535,0.0,1105.529,158856.2527,64406.19999,196871.8917,208635.4861,57772.663889999996,10.88,54.8,602.6556099999998,inf,-127352.5797,-126849.50212,6.12006,0.0
14,14,14,14,14,14,14,14,14,27.307309999999998,116.43951000000001,569.30958,0.0,0.0,0.0,569.30958,168496.3307,765.77451,1418349.271,572431.0,0.0,0.0,0.19374,0.6189,3.10284,0.0,1131.309,160014.1891,64652.1064,191937.265,218381.9983,60014.371810000004,9.83,56.7,808.77758,inf,-135916.1423,-135203.0859,6.98265,0.0
15,15,15,15,15,15,15,15,15,29.952959999999997,134.81771,651.8360700000002,0.0,0.0,0.0,651.8360700000002,157540.5265,659.5635,1390465.989,551365.4,0.0,0.0,0.226,0.75446,3.4373,0.0,1159.944,158078.601,59036.49854,180973.4753,211486.5498,61483.70119,8.01,54.3,902.25101,inf,-134253.8294,-133437.22266,7.9906,0.0
16,16,16,16,16,16,16,16,16,35.75676,194.36744,694.97005,0.0,0.0,0.0,694.97005,175430.2416,790.47447,1405146.429,534354.0,0.0,0.0,0.26006,0.93555,3.612530000000002,0.0,1189.295,163068.3386,73342.25598,200611.526,216174.8719,72026.35184,5.19,54.9,1023.24758,inf,-132743.3583,-131818.26405,8.7336,0.0
17,17,17,17,17,17,17,17,17,45.56848,252.98373999999998,789.7993799999997,0.0,0.0,0.0,789.7993799999997,200268.0367,291.42868,1388741.235,505893.4,24476.47902,19.343339999999998,0.29605,1.53732,3.88625,0.0,1215.72,164186.0098,67149.60278,179353.3394,232287.2568,62768.6369,7.91,56.8,1185.93742,inf,-143459.8421,-142371.4905,10.04054,0.054423989206597995
18,18,18,18,18,18,18,18,18,62.79299,282.80565,852.2651400000003,0.0,0.0,0.0,852.2651400000003,232635.8385,311.77285,1359415.11,483517.0,25808.58665,18.4189,0.43086,1.8023099999999999,4.14602,0.0,1238.0339999999999,173952.3958,67350.55837,170431.4697,213088.5225,63631.40485,10.97,57.4,1352.18737,inf,-119108.4394,-117910.57562,11.96843,0.0098648230316788
19,19,19,19,19,19,19,19,19,74.88682,291.83522,1101.42139,0.0,0.0,0.0,1101.42139,292444.4345,702.06799,1377768.604,461964.2,26063.18379,18.44754,0.48965,2.18949,5.39532,0.0,1284.722,173597.5169,68757.2198,169087.5293,219137.6131,69358.56517999999,10.35,57.2,1666.9134800000006,inf,-119957.7634,-118489.61997,14.17081,0.032554717675188624
20,20,20,20,20,20,20,20,20,114.04176000000001,394.0845,1503.28639,0.0,0.0,0.0,1503.28639,345071.3228,977.49002,1329290.001,436879.2,26911.66338,17.86794,0.56214,2.6646099999999997,7.850119999999999,0.0,1309.4,176347.3345,71773.83232,165181.3267,263075.9226,67553.30395,8.87,57.4,2206.11824,inf,-161174.5261,-159163.11344999998,15.5165,0.014289672643787258
21,21,21,21,21,21,21,21,21,139.29013,408.4292,1902.75227,0.0,0.0,0.0,1902.75227,355601.963,919.63403,1306554.6840000001,415094.4,27296.22224,17.32327,0.7073,3.05639,9.20996,0.0,1332.7479999999996,193241.2597,67629.08804,150425.5174,252230.8235,61563.57397000001,7.66,58.1,2679.41702,inf,-151128.182,-148677.7104,17.982570000000006,-0.016410396503277767
22,22,22,22,22,22,22,22,22,179.5587,414.40071,1605.55414,0.0,0.09492,0.0,1605.64906,375419.6734,821.0258,1143883.915,411939.2,26848.28041000001,17.32539,0.79618,3.8375199999999996,8.87575,0.0,1363.8229999999999,174894.4333,68916.5797,155408.2554,271011.657,65937.23999,7.41,56.2,2475.3239,inf,-169453.5793,-167254.06575,20.59546,0.016743706231277015
23,23,23,23,23,23,23,23,23,222.55127000000002,410.69191,1525.3116400000001,0.0,1.96933,0.0,1527.28097,381363.8366,933.46064,1027892.105,435980.2,27297.82013,17.31268,0.84411,4.36153,7.67807,0.0,1394.361,158760.3475,78383.14063,166351.8118,294058.6915,69103.00544,7.76,56.8,2440.11153,inf,-193231.1873,-191072.63248,20.7003,0.04840881153538471
24,24,24,24,24,24,24,24,24,237.12394,434.3161,1510.93772,0.0,4.5202300000000015,0.0,1515.45795,397916.6616,979.20936,1104683.5359999998,460148.8,28619.27516,16.61006,0.9378200000000001,4.46504,7.7468,0.0,1416.717,141930.7058,82818.43332000001,179011.1922,283516.9707,71607.3895,12.08,56.0,2595.28407,inf,-159942.7988,-157760.42104000002,20.32227,0.03733343259137932
25,25,25,25,25,25,25,25,25,293.6667,350.81401,1439.46411,0.0,4.50036,0.0,1443.96447,420410.2525,1336.18175,1063631.682,455474.0,29687.730939999998,15.693929999999998,1.09433,4.59503,7.9329100000000015,0.0,1438.361,163626.201,75359.31547,154450.9811,296775.8975,72480.23306,10.75,56.3,2540.47951,inf,-163479.0515,-161395.10668,21.1962,-0.009365244536940542
26,26,26,26,26,26,26,26,26,274.22938,303.84255,1131.6216600000002,0.0,3.10793,0.0,1134.7295900000001,404082.6678,1737.5876399999993,839139.9709,439129.6,29409.698080000002,15.47904,1.13506,4.24271,6.22486,0.0,1462.729,170042.97600000002,79593.7475,135297.8367,262720.1912,70299.07396000001,12.98,56.5,2251.92408,inf,-131018.2396,-129308.54600999999,22.13886,0.0019016227180527153
27,27,27,27,27,27,27,27,27,315.15501,280.76435,1234.41919,0.0,6.26175,0.0,1240.68094,359625.3032,1710.59142,987049.5817,419502.4,29465.62423,16.48828,1.2090299999999998,3.6827699999999997,6.52252,0.0,1478.52,177779.8252,82573.04377,152880.9933,280661.3943,72603.44234,8.34,55.7,2379.09302,inf,-145453.5734,-143623.23485,21.82549,0.01973933949133224
28,28,28,28,28,28,28,28,28,312.81426,320.82484,1221.1396,0.0,9.27046,0.0,1230.41006,407854.7671,1036.26118,948646.0343,413157.2,30047.256189999996,16.99769,1.17544,3.4434400000000003,6.45918,0.0,1490.3370000000002,192202.6592,95541.22286000001,149551.2424,288160.8602,73439.47376000001,13.11,56.6,2439.98442,inf,-148278.804,-146424.0253,21.75524,0.021590768085370547
29,29,29,29,29,29,29,29,29,346.39375,355.29571,1350.01001,0.0,14.14981,0.0,1364.1598199999999,444914.9824,2423.22842,995154.9543,398541.2,30695.99953,17.449379999999998,1.23785,3.6076900000000003,7.15325,0.0,1503.901,205965.8446,98492.41881,156055.2587,309924.1847,75112.6018,4.99,58.0,2632.97015,inf,-158993.8759,-156942.17643000002,21.5458,0.023459596397771933
30,30,30,30,30,30,30,30,30,363.33095,348.87501000000015,1651.2764600000005,0.0,11.86612,0.0,1663.1425800000006,454213.5164,2136.93487,1125996.899,390050.0,31416.115289999998,19.08057,1.31803,3.83909,8.19909,0.0,1521.5739999999994,230413.7187,95794.20362999999,193723.647,303735.9389,79505.35149,10.25,56.5,2942.7892,inf,-148377.2593,-146013.77688000002,20.97537,0.11371073021039958
31,31,31,31,31,31,31,31,31,322.37642999999997,352.82293,1663.56427,0.0,11.51642,0.0,1675.08069,400541.6467,2474.45909,1193312.4270000001,408418.6,34988.4647,16.948320000000002,1.3759,3.6219300000000003,7.6227899999999975,0.0,1555.305,225493.5053,96048.72215,190842.3655,264929.4528,80611.68617999999,11.59,56.8,2984.31928,inf,-107507.6543,-105168.89067000001,21.09317,0.05865428527934235
32,32,32,32,32,32,32,32,32,353.72449,341.32597999999996,1654.64205,0.0,9.335180000000001,0.0,1663.97723,457758.0838,2637.68573,1438881.823,405837.6,37040.688089999996,15.93513,1.32249,3.67144,7.4679,0.0,1595.442,211683.7276,99260.83345,196409.6743,292451.8528,82893.86533,12.08,56.3,2985.89822,inf,-131938.4297,-129588.73718,21.0344,0.10655278029420648
33,33,33,33,33,33,33,33,33,369.66742999999997,387.76187000000004,1769.5788600000005,0.0,2.0248,0.0,1771.6036600000002,535318.183,3029.06254,1596974.01,396847.6,40987.476389999996,14.775360000000001,1.36776,3.90867,7.86874,0.0,1636.453,224220.4055,101469.3539,196752.7566,300591.6196,83163.01237000001,9.03,57.5,3161.54817,inf,-134422.2348,-131895.22664,21.39163,0.12191857367484057
34,34,34,34,34,34,34,34,34,392.13255,378.5697,1676.85759,0.0,5.13932,0.0,1681.99691,533893.3493,2196.17324,1701891.4130000004,381906.8,45984.61105,12.943060000000001,1.4086,3.86308,7.8746100000000006,0.0,1682.398,213429.5001,100223.5405,199147.2234,312329.4045,82381.77515,11.15,59.1,3103.6908,inf,-137198.414,-134750.85416,21.09801,0.016725545838883464
35,35,35,35,35,35,35,35,35,389.59452000000016,318.91729,1525.5777399999995,0.0,15.564079999999999,0.0,1541.1418199999994,507955.1247,2721.54304,1794561.48,374146.4,46753.72877,12.51726,1.41559,3.23493,7.7763300000000015,0.0,1720.394,195275.7056,101051.7762,206972.5237,309106.4079,81929.45317000001,5.68,59.4,2901.51769,inf,-126663.4748,-124429.38525,20.12435,0.043791795304115866
36,36,36,36,36,36,36,36,36,398.13632,348.48343,1800.19701,0.0,14.083910000000001,0.0,1814.28092,452294.2597,2186.89966,1764090.54,373978.2,48801.158489999994,12.63221,1.42625,3.2347799999999998,8.823319999999997,0.0,1752.326,186730.0769,106832.3383,233083.7372,315047.1959,89820.84606,9.75,58.3,3232.29352,inf,-124036.113,-121489.29624,19.98786,0.09142900800017476
37,37,37,37,37,37,37,37,37,385.15836,489.14632,1897.02378,0.0,14.090979999999998,0.0,1911.1147600000002,505578.0248,2643.22653,1749236.205,405037.2,53263.0,12.32195,1.33501,4.03651,8.753910000000001,0.0,1774.839,233725.2002,106639.2045,220560.4691,329943.0151,95378.16553,12.36,56.3,3477.18791,inf,-135511.495,-132740.16654,20.11102,0.018418038788652537
38,38,38,38,38,38,38,38,38,378.96121,436.16742,1699.3748799999994,0.0,20.26474,0.0,1719.63962,534746.1699,2410.6931600000007,1633893.1030000001,419502.4,54244.0,11.97465,1.30511,3.6651300000000004,7.393489999999999,0.0,1793.484,231233.6349,111164.8803,211184.4099,336689.1003,95969.57831,9.83,57.3,3277.09955,inf,-134943.56900000002,-132429.06549,20.041120000000006,0.06573998967627756
39,39,39,39,39,39,39,39,39,395.98687,417.78941000000003,1909.23925,0.0,18.528129999999997,0.0,1927.76738,547678.2579999999,2481.95246,1646087.601,373380.8,57810.0,11.27395,1.32835,3.5349,7.9812699999999985,0.0,1808.082,231002.2113,113872.359,209070.0901,342203.4135,97803.21518,8.29,57.4,3423.92831,inf,-140707.6469,-137984.63137000002,19.432,0.012419996540390936
40,40,40,40,40,40,40,40,40,420.64193,601.47475,2418.00477,0.0,26.629479999999997,0.0,2444.63425,513357.0926,2255.97155,1815971.1909999999,389748.4,58528.0,11.56371,1.37684,4.8990300000000016,10.408339999999999,0.0,1820.8020000000001,226510.9996,123458.6323,225925.1591,352700.4098,100905.2515,8.24,58.5,4094.49967,inf,-143467.9605,-140027.83904999998,19.39512,0.027832832148715146
41,41,41,41,41,41,41,41,41,437.31445,708.97458,2392.94558,0.0,8.43647,0.0,2401.38205,554846.4336,2452.2275600000007,1822754.94,394405.8,60157.0,11.04143,1.47197,5.5860400000000014,10.47199,0.0,1828.4370000000001,230165.0716,124826.7911,206231.9525,346407.7637,102995.7259,6.5,58.4,4232.6470100000015,inf,-140946.6877,-137407.45309,21.08727,0.02385424805093339
42,42,42,42,42,42,42,42,42,433.81575,484.173,2257.62961,0.0,6.91715,0.0,2264.54676,543313.7121,2691.68424,1773084.351,388837.8,61592.0,10.64225,1.52681,4.56765,9.640410000000001,0.0,1849.1870000000001,225776.2022,126193.5707,201565.3513,322919.1661,101942.4124,6.39,58.1,3913.95893,inf,-112159.7676,-108984.14924,19.86065,0.027454864268086764
43,43,43,43,43,43,43,43,43,435.2152,694.0745099999997,2606.21893,0.0,6.36735,0.0,2612.58628,490628.7741,1748.1284600000001,1809566.1509999998,383554.0,63283.0,10.33118,1.42394,6.45575,11.02363,0.0,1868.121,216756.5776,119410.6766,216386.2003,345631.6104,101234.0688,6.35,59.1,4448.033420000002,inf,-134986.6927,-131251.18406,20.66721,0.06979757596826952
44,44,44,44,44,44,44,44,44,456.71657000000016,783.1365400000003,3230.3342500000012,0.0,8.16131,0.0,3238.495560000001,510868.5575,1392.52683,1837593.1530000002,372568.8,67700.0,10.05207,1.47605,7.553210000000001,13.16981,0.0,1890.215,226181.2953,121077.4274,227483.859,345880.1009,105781.8505,11.8,57.2,5230.77199,inf,-129231.1793,-124760.99194,20.95295,0.001122599704579025
45,45,45,45,45,45,45,45,45,479.76074000000006,1024.11794,4173.288079999998,0.0,19.15747,0.0,4192.44555,536979.688,1649.76501,1837239.31,351828.0,67776.0,10.0456,1.50908,9.12753,17.13885,0.0,1914.6989999999998,219691.0463,122712.3541,224531.1026,367307.7363,113916.3351,11.42,58.5,6444.52578,inf,-143757.5324,-138080.36564,22.14795,0.02186614730878187
46,46,46,46,46,46,46,46,46,494.41717,1044.68157,4894.638099999999,0.0,21.05658,0.0,4915.69468,485090.3235,1966.05491,1789426.406,346944.4,69258.0,9.90535,1.56352,8.92657,19.3446,0.0,1940.631,227605.4181,121749.2076,225221.12600000002,385086.265,111448.8431,13.06,58.0,7186.01864,inf,-154723.8258,-148290.08896,21.74736,0.00508244534927373
47,47,47,47,47,47,47,47,47,529.47835,1082.32631,5457.10675,0.0,29.79281,0.0,5486.89956,455522.13,2648.69455,1703582.7680000004,341219.8,69610.0,10.26117,1.7883799999999999,8.39185,20.5721,0.0,1966.3570000000002,219540.1515,125697.2212,250534.06600000002,373402.9768,118508.0772,10.21,58.0,7857.734759999998,inf,-134462.0476,-127393.13619,21.96177,0.004496480390748456
48,48,48,48,48,48,48,48,48,567.27456,1301.79895,6199.05015,0.0,71.74085,0.0,6270.791,475817.33,3077.28595,1606049.813,344537.4,69923.0,9.95515,1.99502,9.5567,25.04792,0.0,1984.1789999999999,208004.0544,126975.5235,241954.1898,372787.5139,119160.0862,8.35,57.4,8862.737990000001,inf,-136653.5518,-128585.42814,24.65114,-0.012456559358151108
49,49,49,49,49,49,49,49,49,582.1673400000002,793.0267,4116.05071,0.0,77.07029,0.0,4193.121,466100.448,2644.59888,1557686.6269999999,354646.8,69052.0,9.7042,1.9015,5.9501599999999994,17.64435,0.0,2007.315,202385.1847,122394.6555,227361.0232,395143.6816,117954.0516,6.67,58.0,6454.27053,inf,-165858.7168,-160367.47204999998,23.96256,-0.012456559358151108
