,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,CL,NG,PM,NU,EM,RE,PA,CL_prop,NG_prop,PM_prop,NU_prop,RE_prop,Entropy,BalanceDegree,DominanceDegree,CLPRB,HYTCB,NGMPB,PAPRB,GDPRX,TETGR,CLTCD,NGTCD,PATCD,NUETD,TPOPP,TEACB,TECCB,TEICB,TEEIB,TERCB,Precipitation,Temperature,TETCV,RETCD,ELISB,TE,TETCB,ESTCD,GrowthRate
10,10,10,10,10,10,10,10,10,10,30766.971530000013,4203877.355,2469057.693,0.0,0.0,62756.82021000001,2469057.693,0.004537256641004996,0.61995280973123,0.3641160587958824,0.0,0.00925485301627862,0.31794015286515914,0.5280871631477775,0.4719128368522225,-1.3712103613706814,-0.4974816589642353,2.2296135934582697,1.5267837591352367,-1.2072993994145194,-1.316811142305598,-0.9993408343814343,-0.9770571347175194,-0.8233467718873044,-0.8598922551459004,-1.0650894979786796,-1.0710526458306144,-1.003670136496966,-0.6914650221907127,-1.0656006372935294,-0.9147593911965181,-1.1613401877778198,-0.3849634593910357,5324.06795,0.9954965497116757,14504.62879,6780963.46853,6780547.493,-0.9641684303056635,-0.8365412803496631
11,11,11,11,11,11,11,11,11,11,24047.85711,4482575.728999998,2544152.252,0.0,0.0,60470.71299,2544152.252,0.00338421112856786,0.6308247174515077,0.35803391231932435,0.0,0.008509933293311681,0.3119098412351649,0.5180710323354755,0.4819289676645245,-1.3739110890767166,-0.7768532674096257,2.5014305418280793,1.42763801514401,-1.2072993994145194,-1.316811142305598,-0.9003392088709045,-0.9624154560424811,-0.8082828129600383,-0.8598922551459004,-1.0044701834473915,-0.9987595928600167,-0.9505578287423238,-0.484196133580264,-0.9594663531771918,-0.8084361897545573,0.2810887078697916,-0.10734558002250084,5863.98515,0.9500834378500038,-5349.13619,7105897.414909998,7105345.262,-0.9589960466016522,-0.8365412803496631
12,12,12,12,12,12,12,12,12,12,50140.23599,4531776.683,2843193.869,0.0,0.0,67559.72792,2843193.869,0.006710686081004669,0.6065254801532021,0.3805283550340967,0.0,0.009042082009339312,0.32444569295303904,0.5388926313429495,0.4611073686570505,-1.289004000493993,-0.9039196608260889,2.6714221136551775,1.7193200461105418,-1.2072993994145194,-1.316811142305598,-0.9894113717767938,-0.9571119245846629,-0.8141629096036795,-0.8598922551459004,-0.9492848429933801,-0.8379105323589506,-0.8496467646489663,-0.32885021004583026,-0.8155182722776635,-0.6505107221151049,-0.4498123808893764,-1.032738511250959,6465.27217,0.9658670541192558,-20970.09888,7471700.41703,7470968.3160000015,-0.9445926334258845,-0.8365412803496631
13,13,13,13,13,13,13,13,13,13,125909.1766,4746154.938,3125948.214,0.0,0.0,78101.59584,3125948.214,0.01559668725975846,0.5879181824015225,0.3872190891919351,0.0,0.009674641655980238,0.34284477191975743,0.569452840012746,0.430547159987254,-1.1147341178113455,0.996386020077253,2.456507371387071,1.6933438685917914,-1.2072993994145194,-1.316811142305598,-0.93724099858356,-0.9482652587999282,-0.7927945171615817,-0.8598922551459004,-0.891643500323816,-0.6409891667728698,-0.7371162154961205,0.07277528916293532,-0.7629185057890846,-0.6189230440213724,-0.0711527806888437,-1.4028956837423412,7483.05931,0.9589533455377501,-3298.55647,8072815.36797,8071725.41,-0.9254013285241027,-0.8365412803496631
14,14,14,14,14,14,14,14,14,14,133140.8435,4584002.31,3140490.042,0.0,0.0,76691.32086,3140490.042,0.016804882880300704,0.5785874560917731,0.3963890114798668,0.0,0.009679889589912824,0.3461083877236479,0.5748735885276771,0.4251264114723229,-1.0757384636203502,0.8646823488224961,1.982965322181897,1.5728142567657681,-1.2072993994145194,-1.316811142305598,-0.5347070957144553,-0.8675327314946902,-0.580090608847878,-0.8598922551459004,-0.8365055311608478,-0.6046521529988895,-0.7704516636980541,-0.07411090859196724,-0.6978876108701222,-0.63691232049665,1.573814970879984,-0.2924241662681951,11079.702640000001,0.7215186697700006,-11577.03586,7922747.4805,7921551.775,-0.8222060444294312,-0.8365412803496631
15,15,15,15,15,15,15,15,15,15,196171.6773,4046930.491,3074389.529,0.0,0.0,75871.68555,3074389.529,0.02663092377653068,0.5493835752340732,0.41735807295441335,0.0,0.010299820557628243,0.3636926591115324,0.6040804311034458,0.3959195688965542,-0.938035036797636,1.4982616674495781,1.041985642207146,1.4239456500190897,-1.2072993994145194,-1.316811142305598,-0.6296229915302889,-0.7095259189637013,-0.5202025317605122,-0.8598922551459004,-0.7700498079395859,-0.5223523486664962,-0.7330484648793464,-0.6450451605765316,-0.6507894074976939,-0.704816050514516,-0.405782194819547,-1.4954349768651882,12501.71052,0.6131319770371553,-27051.986889999996,7366311.3959599985,7365142.004,-0.7178862823991078,-0.8365412803496631
16,16,16,16,16,16,16,16,16,16,226342.1596,4074689.901,3321987.673,0.0,0.0,75964.66533999999,3321987.673,0.02948138133144715,0.5307340311282319,0.4326935182520003,0.0,0.009894503395046278,0.3683939850940239,0.6118891645356771,0.3881108354643229,-0.7931529703828102,-0.3860551299224838,0.6460867882778019,1.3039308212947354,-1.2072993994145194,-1.316811142305598,-0.41571632253425583,-0.5696100911611924,-0.48165455799049817,-0.8598922551459004,-0.6958393601022593,-0.4403235609908306,-0.6501623259284904,-0.43452854825208304,-0.5791849997969652,-0.6859351143565962,-0.34942355665016533,-2.1432100287251052,14938.9261,0.4569939895299908,-21523.256419999998,7677461.142519997,7676636.932999997,-0.6098504805814339,-0.8365412803496631
17,17,17,17,17,17,17,17,17,17,288186.5403,4254884.869,3669061.82,0.0,0.0,82565.80703,3669061.82,0.03489090918592209,0.5151413435418968,0.4442154120934633,0.0,0.009996289458720766,0.37578324571363697,0.6241624607620458,0.37583753923795415,-0.6922408882234826,-0.15104609183441023,0.45613554075668156,1.1126722333847239,-0.19609698612255874,1.3719730069898217,-0.3294764981418212,-0.5009367310039338,-0.4245974140295039,-0.8598922551459004,-0.6318746141619,-0.26208984803858404,-0.48050253590152886,-0.14240004996455172,-0.38211477141565,-0.4343068922497671,-1.4519394158386942,0.5404294718374226,18048.37209,0.3740270366152976,-35053.55778,8259645.478549999,8259469.661,-0.484436285758235,1.305194150042655
18,18,18,18,18,18,18,18,18,18,418437.8002,4329772.852,3889322.271,0.0,0.0,84175.21416,3889322.271,0.04817980443402212,0.4985391117948483,0.4478247096894732,0.0,0.009692110403224343,0.3899263502026751,0.6476536488375775,0.3523463511624225,-0.48217641558237617,-1.0491124301723282,-0.26174031464525316,0.8762793889276623,-0.14044344523627902,1.3629679668151569,-0.20423504686296248,-0.3450522246586766,-0.43444000878935807,-0.8598922551459004,-0.5638328381353717,-0.10784818919448211,-0.3499681251403621,0.061981416531246905,-0.24144219963463454,-0.27283307111014443,-1.0979367198372654,-0.10734558002250084,20319.381980000002,0.2749066632648943,-36787.03576,8684921.1016,8684864.669,-0.3985979146703177,0.458798306476837
19,19,19,19,19,19,19,19,19,19,587641.9574,4131399.272,4223496.704,0.0,0.0,89720.8005,4223496.704,0.06551025961637882,0.4605679282757738,0.4708349396835637,0.0,0.010002064794266392,0.4066480966530326,0.6754278685020902,0.3245721314979097,-0.13868291710060587,-0.09884122846476666,0.5273718692808669,0.6690477109637061,-0.10493118570551703,1.3618265000073027,0.22414801439330462,-0.24428959497315286,-0.16326854158089307,-0.8598922551459004,-0.4779575419203288,-0.02149500717138676,-0.0816799845241229,0.17308116245176827,-0.19163270933295984,-0.24465471011540657,-0.7316055717362849,-0.6625813387595706,27354.788660000002,-0.015595331923580273,-62030.85141,8970227.88249,8970132.66,-0.2797608954707413,0.5350903337763027
20,20,20,20,20,20,20,20,20,20,734144.6213,4226104.775,4092185.676,0.0,0.0,65818.6753,4092185.676,0.08132075724191394,0.4681230789079519,0.4532889410230343,0.0,0.007290694994914972,0.4142785694616081,0.6881018095021307,0.3118981904978693,-0.0313444275410062,-0.5770218553260213,0.4861574261451938,0.5184718019877509,-0.06607563659313993,1.2866785139068495,0.3520427483025835,-0.1407612652266439,0.22110792025415132,-0.8598922551459004,-0.3783810958962163,-0.14490285355654522,-0.2283194797676231,0.36684447491069133,-0.023356283489225603,-0.2747603813492738,-0.6770081410096961,1.188204523697346,35405.960289999995,-1.0421602402221046,-90489.54324,9027764.20436,9025782.041000001,-0.0862293285455446,1.6207683554456573
21,21,21,21,21,21,21,21,21,21,858514.3909,4052341.117,3959216.344,0.0,0.0,70515.77613,3959216.344,0.09711659075570073,0.4584076376979787,0.4478732068666241,0.0,0.007976863107744345,0.4266104409557647,0.7085846046916204,0.2914153953083796,0.09586853104909332,-0.198765900679659,0.26377678178569125,0.3988347277696571,0.005988563785247904,1.0813789474247901,0.7653037263462094,0.13225667051891885,0.4453396469018663,-0.8598922551459004,-0.28804138754207853,-0.1072321706372456,-0.15549973204078194,0.1596268480848672,0.00965239556768525,-0.3313051863965852,0.573449143373459,1.188204523697346,43163.751560000004,-1.221959129957601,-100549.2348,8840038.39323,8839051.882000001,0.22849776144426356,-0.6959637716845426
22,22,22,22,22,22,22,22,22,22,931064.9405,3503024.635,3802635.74422,0.0,314.55278,80753.13672000001,3802950.297,0.11280769158167307,0.424425950799812,0.4607267888328522,0.0,0.009784038196594987,0.4395954608684274,0.7301522559218935,0.2698477440781065,0.20865223825378973,-0.4580008852639774,-0.33537039021699894,0.3253725867286064,0.01037153495394758,0.9145444977602417,0.989367747252563,0.4278604120936906,0.3773346116641548,-0.8598922551459004,-0.15852362924436156,-0.017802831246660444,-0.07549997165350375,-0.5432125463231049,0.0030003985535128628,-0.17484838009032,-0.5642908646709333,0.17027229934603402,42823.23134,-0.8374318489081626,-63919.43537000001,8253559.02107,8253855.618,0.5205688227305582,-0.8958273605160773
23,23,23,23,23,23,23,23,23,23,1016757.994,3335519.164,3813362.4951199996,0.0,2275.26288,78067.25711,3815637.758,0.12363199056045135,0.4055801638456088,0.4636831957873497,0.0,0.009492534556953626,0.4451652997356965,0.7394035580304819,0.2605964419695181,0.37520095411719034,-0.2667959671399069,-1.0521676235223267,0.24159996975196957,0.0085164168703609,0.9105390091111211,1.1138115859615407,0.4678670006979908,0.2973976277389173,-0.8598922551459004,-0.06549416127587682,-0.021723457598888454,0.11581000374801757,-0.6163929420730176,0.008382367019547815,-0.2306534189890217,-0.883069411816498,-1.1252778043737997,42370.804130000004,-0.8753253979866251,-19638.12843,8224068.7818,8226486.996,0.5975359543261304,1.4295545176769529
24,24,24,24,24,24,24,24,24,24,1074868.477,3556198.05,4006688.6932099997,0.0,1611.32179,88645.53325,4008300.015,0.1227801022567328,0.4062174764328806,0.4576761324662226,0.0,0.0101258041052753,0.4463170615579967,0.7413165930085408,0.2586834069914592,0.4588410660660051,-0.45195646852869675,-0.6337417855294479,0.2493698614591751,0.07931669057108204,0.9234959365052954,1.1127860840859798,0.5369424820272831,0.2830833306174214,-0.8598922551459004,-0.00895630405421992,0.1028826923955303,0.07901456052105485,-0.2690086836515862,0.10263278422016367,0.027681808516575736,-0.38464770550602934,-0.10734558002250084,44663.3168,-0.775240714073096,28018.38485,8754419.138309997,8756179.058,0.5292811102319992,0.9053086900562118
25,25,25,25,25,25,25,25,25,25,1148998.132,3514372.642,3995987.35645,0.0,2801.29955,96301.17597,3998788.656,0.13032507385135808,0.3986175968037539,0.4532447293294985,0.0,0.010922957592991877,0.4517517556020744,0.7503434244246102,0.24965657557538976,0.6826721157868337,0.3606455281892742,-0.8020304212980394,0.19032535074040735,0.1369068931365546,0.8429415152999769,0.972064437828411,0.40233018568259254,0.18634664789657102,-0.8598922551459004,0.0498478488576425,0.20884278625298375,0.11915019922289632,-0.3153781429326595,0.13087476152742555,0.1002499088383865,-0.3952149501627882,-0.8476599250052649,42849.64982,-0.4912483769572251,60741.851429999995,8816401.15785,8819179.127999999,0.5464028172522132,-1.7040876209173272
26,26,26,26,26,26,26,26,26,26,1162745.476,3312929.249,4020958.0941699995,0.0,2729.68583,113055.793,4023687.78,0.13356833229283638,0.3805668944121429,0.46190045710198796,0.0,0.01298708448129376,0.4558976283458476,0.7572295699972942,0.24277043000270584,0.8360800038310144,1.613982226792557,-0.6861594306360612,0.008021766714105406,0.10693960189009633,0.8643211764289496,0.8909521228137828,0.06343139791889199,-0.14512510935984407,-0.8598922551459004,0.1136837625952575,0.28089512278016,0.07479653099565725,-0.4236477934944783,0.06534861685617814,0.031490060610443335,1.3149174767893865,0.8180473512059575,34347.25142,0.13301755302063176,95559.52592,8705248.138089998,8707922.255,0.3669503155213454,-0.9892582973628435
27,27,27,27,27,27,27,27,27,27,1203924.703,3435412.606,4075167.8309,0.0,3841.6271,120708.9929,4079009.458,0.1345929767347074,0.3840625645451837,0.4555841139297162,0.0,0.01349468337394823,0.4576267073434896,0.7601015080475674,0.23989849195243265,0.9285303150994014,2.0085916011299987,-0.7432909729513772,-0.19318489927816493,0.10178196615780767,0.9334438745553917,0.8754719278350727,-0.04535131514218666,-0.08535625072676535,-0.8598922551459004,0.12711551585666345,0.2170046327886586,0.14164700946941874,-0.21616577622149177,0.0600873611019405,0.1306974593120011,0.45016462237793675,-0.8476599250052649,35036.794969999995,0.16780937043342262,109715.478,8944929.610800002,8948631.769,0.30322560316797775,1.4935394852760377
28,28,28,28,28,28,28,28,28,28,1264112.975,3665186.602,4325285.16419,40200.58939,2881.912810000001,111779.9304,4328167.077,0.13283478619303196,0.3851430119481489,0.45450710606706,0.0042243350096572785,0.011745993790907804,0.4644003196489964,0.6644066508836096,0.3355933491163904,0.9964749754790536,-0.03525307010263385,-0.5444861378509153,-0.2760953943976347,0.18016579938408803,0.9416887490010263,0.7582554356776696,-0.016577311276685897,-0.13320124327938843,0.6567609841888912,0.13712790307718242,0.3950047547904209,0.2558102627107525,0.15090323910684178,0.14887337395181638,0.20641945313025306,-1.4607454530526602,-0.19988487314534142,36518.99332,0.030176998500660572,109864.9696,9516430.23058,9519199.747000001,0.3316554555410859,0.15718996118255824
29,29,29,29,29,29,29,29,29,29,1335905.732,3886116.389,4360926.448969998,105721.7888,2172.67303,127599.786,4363099.122,0.13626659838794167,0.3963961292956419,0.44482825306205614,0.010783955926064093,0.013015580648207969,0.47950352064241497,0.6860144464967645,0.31398555350323554,1.0611315968256951,0.4443179688806036,-0.641258364860543,-0.45086917026613466,0.2155965150490233,0.9517061252667551,0.7179190285722613,0.007080817677945571,-0.10902818618389766,0.8411895481380642,0.1680549366546044,0.40118250224716356,0.377824054457512,0.30528766035113336,0.39683509999019273,0.395521438490177,0.5540758615027341,-0.6625813387595706,38103.01173,0.21103419280944272,-12651.73935,9803618.405419998,9805582.659,0.3543490742424485,0.4156708069745578
30,30,30,30,30,30,30,30,30,30,1333670.519,3877832.712,4405481.0264,167822.6682,2026.9836,117295.1994,4407508.01,0.1343065312362501,0.3905149381675583,0.4436514616267819,0.016900486370242798,0.01181214635672567,0.4858835160598273,0.6951421563810719,0.3048578436189281,1.179476097492235,1.2053199335077789,-0.4914052674477864,-0.4978341997246992,0.26138327438166986,0.9089979680098023,0.714386744334217,-0.013878631411039732,0.13873807160075505,1.4283457050972057,0.22339965715324847,0.409312231498222,0.42082295068955117,0.40683544299319635,0.43144318623142464,0.38835305982389595,1.2039614078934167,0.7255080580831169,43253.26986,-0.11640388236609353,27947.49153000001,9930049.61653,9930570.329,0.38579257044310106,-0.20780824580474125
31,31,31,31,31,31,31,31,31,31,1333449.454,3824190.266,4430717.86244,207581.8056,2021.20256,122321.6626,4432739.065,0.13424282858516925,0.3849940594416493,0.4460552267148632,0.020897956546435937,0.012314532009748537,0.491686142829876,0.7034438384762296,0.2965561615237704,1.0565658237784643,2.162728288806257,-0.5722725989724682,-0.48399053340486886,0.2851124763758418,0.874032780903034,0.7928294989108766,-0.08731042543736027,0.08572021052314138,1.1240018032679213,0.2989391574738719,0.3277909323822092,0.4590487298797756,0.42727535056130883,0.4614383348561241,0.4337677725222028,1.5438744443524997,-0.19988487314534142,43258.99144,0.011325762018324257,14853.947409999999,9933114.99805,9932496.395,0.4743492353754643,0.6922262757076464
32,32,32,32,32,32,32,32,32,32,1324063.139,3768324.322,4611572.82066,256501.7206,2283.91334,136108.7629,4613856.734,0.13141813715855136,0.3740200508719856,0.4577155662832356,0.025458739320145984,0.013509295398693937,0.4967604120733336,0.7107034765321972,0.2892965234678028,1.0995690478000548,3.017164210243941,-0.6837787616257417,-0.60544914994093,0.3437423605283988,0.8212914105943306,0.7835185929930827,-0.011541860600223414,0.038647106945731514,1.2630382239854745,0.37901279870311755,0.40042404287360905,0.45751104789756974,0.552625470636395,0.4738786150446642,0.3446696064596154,0.5928224252441838,-0.3849634593910357,43421.78375,0.15075811830764482,-21377.434709999998,10075193.33045,10074192.28,0.5063265095455716,0.5628329569149793
33,33,33,33,33,33,33,33,33,33,1430675.5369999998,3925166.117,4559547.36221,130320.7541,519.68979,117754.1535,4560067.052,0.14063475889237062,0.3858420558684633,0.4482014456522771,0.012810471247699415,0.011575180086445905,0.482256555657296,0.68995314915611,0.31004685084389005,1.09006782403308,1.1546527383687337,-0.6367169876775939,-0.7277738516915283,0.39951821694319795,0.7667531741793455,0.6865842490412238,0.13182327325572743,0.02549872589412577,1.9674540128750828,0.46797209878179946,0.39035964892580616,0.49816588383378146,0.5700371247184518,0.5614902534642578,0.5195173521625204,-1.0063539328120203,-0.8476599250052649,44980.77958,-0.09672116475490214,9522.81338,10172986.737189999,10170250.41,0.5836652451198789,1.3382651069920475
34,34,34,34,34,34,34,34,34,34,1389409.4430000002,3885072.551,4764773.720819999,300447.6943,1288.30718,115392.3267,4766062.028,0.13306310875810207,0.37207162653984494,0.4563202064124866,0.028773738673058588,0.011051070506890562,0.4977583220649423,0.712131162964259,0.2878688370357409,1.0037850609146695,0.6026793770169155,-0.4604919583074637,-0.807334829658204,0.48931816112051,0.7085079116210293,0.562075299102052,0.00851951787122051,0.09251970372102869,1.5914877644346106,0.5570589028961876,0.48015992035801225,0.5768609362177605,0.7441574995733108,0.649072981864203,0.5164444256021178,0.6914500420406021,0.07773300622319344,47236.93124,-0.16673891461806098,-13362.817,10441732.91882,10438440.57,0.5990180742413164,1.128236157776684
35,35,35,35,35,35,35,35,35,35,1364800.239,4037538.724,4758067.02114,379841.9718,4216.92086,122114.8283,4762283.942,0.12831040392939147,0.3795853852843587,0.4473251718162908,0.0357104838043588,0.011480510112177144,0.5043452267253553,0.7215548930521763,0.27844510694782365,1.0205986266708011,0.9758911966561064,-0.4930733151366984,-0.8778759233192184,0.5749797651861613,0.647201276503334,0.5431116533079433,-0.11145556781145442,0.10598330644837593,1.4136371798376353,0.6444277229461405,0.4291227118086365,0.7434001764225019,0.8704306648329957,0.733986186685064,0.5972309487593854,-0.24727352496816138,-0.57004204563673,46861.45106,-0.060467117036214484,-25655.25933,10636707.52491,10633549.42,0.4973006140620768,1.4691189107784197
36,36,36,36,36,36,36,36,36,36,1485577.296,4268665.3489999985,5197518.94596,375656.0747,1569.83504,112113.7545,5199088.781,0.1293530670155263,0.3716837598708509,0.452561450919772,0.032709348437335466,0.009762035296479628,0.4986912581841575,0.7134658928002002,0.28653410719979977,1.1899746844243213,-0.6287698891313003,-0.33290070769498986,-0.8952795108158821,0.6805787914832051,0.6851437793821368,0.4764377535889151,0.13257836745654566,0.27478653445976153,1.4449336530288326,0.7288971543508205,0.6998230882885635,0.7466049455041657,1.422955361046678,0.8314635799802956,0.8431543213238057,0.7830328290658473,-0.10734558002250084,55705.9819,-0.6212744552327144,45138.640439999996,11484670.060599998,11481175.96,0.5065391615334026,2.2700778194718545
