,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,CL,NG,PM,NU,EM,RE,PA,CL_prop,NG_prop,PM_prop,NU_prop,RE_prop,Entropy,BalanceDegree,DominanceDegree,CLPRB,HYTCB,NGMPB,PAPRB,GDPRX,TETGR,CLTCD,NGTCD,PATCD,NUETD,TPOPP,TEACB,TECCB,TEICB,TEEIB,TERCB,Precipitation,Temperature,TETCV,RETCD,ELISB,TE,TETCB,ESTCD,GrowthRate
10,10,10,10,10,10,10,10,10,99380.42098,292521.9324,155818.5652,0,0,5547.61237,155818.5652,0.216623503,0.637621827,0.339643997,0,0.012092354,0.45098843,0.749075569,0.250924431,137697.516,690.03297,1321757.27,743467.2,0,0,0.14409,0.39431,1.92796,0,1023,138461.1187,64490.20555,193844.6769,159858.983,61974.26046,6.28,56,462.19827,18.37392157,-94498.26936,458770.2616,458770.2615,5.62492,0
11,11,11,11,11,11,11,11,11,120695.1121,291725.7888,157148.5416,0,0,4964.65394,157148.5416,0.257020383,0.62123041,0.334648004,0,0.010572236,0.46007264,0.764164114,0.235835886,152924.493,285.4312,1361162.491,686789.6,0,0,0.1519,0.43533,2.02893,0,1053.737,142540.455,67765.63984,194681.4783,176250.6066,64605.969,8.05,54.8,499.16676,26.41194444,-104940.5543,469593.5421,469593.5421,5.66798,0
12,12,12,12,12,12,12,12,12,123807.06,311896.837,173829.7547,0,0,4745.50766,173829.7547,0.246706813,0.621507972,0.346385617,0,0.009456238,0.456959508,0.758993314,0.241006686,154290.0573,209.68694,1414839.526,641045,0,0,0.15355,0.45085,1.99247,0,1078.697,159267.5486,69355.01604,203950.1679,189187.7226,69265.95219,10.11,56.7,543.26995,34.13427443,-112440.3238,501838.8356,501838.8355,5.93578,0
13,13,13,13,13,13,13,13,13,134490.475,274017.8054,191855.3056,0,0,4895.8681,191855.3056,0.281415653,0.573370713,0.401449144,0,0.010244398,0.472971578,0.785588787,0.214411213,164714.0801,674.8175,1397971.681,585718.8,0,0,0.15729,0.44953,2.15535,0,1105.529,158856.2527,64406.19999,196871.8917,208635.4861,57772.66389,10.88,54.8,602.65561,45.37694157,-127352.5797,477906.8744,477906.8743,6.12006,0
14,14,14,14,14,14,14,14,14,140947.0958,273397.0586,193272.124,0,0,4918.59476,193272.124,0.295722947,0.573617948,0.405506774,0,0.010319768,0.474387659,0.787940846,0.212059154,168496.3307,765.77451,1418349.271,572431,0,0,0.19374,0.6189,3.10284,0,1131.309,160014.1891,64652.1064,191937.265,218381.9983,60014.37181,9.83,56.7,808.77758,31.24034993,-135916.1423,476618.7309,476618.7308,6.98265,0
15,15,15,15,15,15,15,15,15,132535.212,255637.1358,199651.9176,0,0,6002.3454,199651.9176,0.288387862,0.556249513,0.434429378,0,0.013060707,0.479335071,0.79615832,0.20384168,157540.5265,659.5635,1390465.989,551365.4,0,0,0.226,0.75446,3.4373,0,1159.944,158078.601,59036.49854,180973.4753,211486.5498,61483.70119,8.01,54.3,902.25101,27.42035013,-134253.8294,459572.7814,459572.7814,7.9906,0
16,16,16,16,16,16,16,16,16,137492.1955,294878.1468,202640.213,0,0,6781.05597,202640.213,0.270096587,0.579273468,0.39807663,0,0.013321048,0.475126998,0.789168862,0.210831138,175430.2416,790.47447,1405146.429,534354,0,0,0.26006,0.93555,3.61253,0,1189.295,163068.3386,73342.25598,200611.526,216174.8719,72026.35184,5.19,54.9,1023.24758,17.20636474,-132743.3583,509048.253,509048.2529,8.7336,0
17,17,17,17,17,17,17,17,17,153921.5199,242911.8601,212755.7807,0,0,7327.52063,212755.7807,0.325101482,0.513060199,0.449366791,0,0.015476639,0.491471766,0.816316934,0.183683066,200268.0367,291.42868,1388741.235,505893.4,24476.47902,19.34334,0.29605,1.53732,3.88625,0,1215.72,164186.0098,67149.60278,179353.3394,232287.2568,62768.6369,7.91,56.8,1185.93742,26.71795152,-143459.8421,473456.8392,473456.8391,10.04054,0.054423989
18,18,18,18,18,18,18,18,18,145738.1405,225451.141,215295.7239,0,0,7989.09471,215295.7239,0.306581128,0.474268883,0.452905503,0,0.016806209,0.496686099,0.824977754,0.175022246,232635.8385,311.77285,1359415.11,483517,25808.58665,18.4189,0.43086,1.80231,4.14602,0,1238.034,173952.3958,67350.55837,170431.4697,213088.5225,63631.40485,10.97,57.4,1352.18737,8.154521976,-119108.4394,475365.6607,475365.6607,11.96843,0.009864823
19,19,19,19,19,19,19,19,19,152939.0119,223092.3289,214806.3198,0,0,9921.6861,214806.3198,0.318091739,0.46400082,0.446767081,0,0.020635718,0.504080801,0.837260088,0.162739912,292444.4345,702.06799,1377768.604,461964.2,26063.18379,18.44754,0.48965,2.18949,5.39532,0,1284.722,173597.5169,68757.2198,169087.5293,219137.6131,69358.56518,10.35,57.2,1666.91348,-2.089186945,-119957.7634,480801.5833,480801.5832,14.17081,0.032554718
20,20,20,20,20,20,20,20,20,202870.412,231330.1814,201607.1773,0,0,6222.6322,201607.1773,0.421894422,0.481080075,0.419267367,0,0.012940743,0.493713154,0.820039798,0.179960202,345071.3228,977.49002,1329290.001,436879.2,26911.66338,17.86794,0.56214,2.66461,7.85012,0,1309.4,176347.3345,71773.83232,165181.3267,263075.9226,67553.30395,8.87,57.4,2206.11824,30.53110382,-161174.5261,480855.8768,480855.8768,15.5165,0.014289673
21,21,21,21,21,21,21,21,21,196933.4842,205433.7148,213890.6266,0,0,7731.2666,213890.6266,0.416472328,0.434448503,0.452333069,0,0.01634998,0.500785548,0.83178679,0.16821321,355601.963,919.63403,1306554.684,415094.4,27296.22224,17.32327,0.7073,3.05639,9.20996,0,1332.748,193241.2597,67629.08804,150425.5174,252230.8235,61563.57397,7.66,58.1,2679.41702,-2.166293361,-151128.182,472860.9102,472859.8664,17.98257,-0.016410397
22,22,22,22,22,22,22,22,22,225548.7731,213350.4604,187670.5644,0,8.92312,8034.90149,187679.4875,0.48489354,0.458669132,0.403461491,0,0.017273744,0.497178367,0.825795393,0.174204607,375419.6734,821.0258,1143883.915,411939.2,26848.28041,17.32539,0.79618,3.83752,8.87575,0,1363.823,174894.4333,68916.5797,155408.2554,271011.657,65937.23999,7.41,56.2,2475.3239,103.0926698,-169453.5793,465151.1201,465156.9243,20.59546,0.016743706
23,23,23,23,23,23,23,23,23,263654.0214,184594.9762,208165.3396,0,214.45905,9200.70962,208379.7986,0.558135119,0.39077325,0.440669882,0,0.019477189,0.490962264,0.815470669,0.184529331,381363.8366,933.46064,1027892.105,435980.2,27297.82013,17.31268,0.84411,4.36153,7.67807,0,1394.361,158760.3475,78383.14063,166351.8118,294058.6915,69103.00544,7.76,56.8,2440.11153,149.4188505,-193231.1873,472383.8595,472598.3184,20.7003,0.048408812
24,24,24,24,24,24,24,24,24,252868.0187,169780.7518,202239.5189,0,495.92297,9926.48398,202735.4419,0.532497246,0.357529526,0.425882195,0,0.020903495,0.498431733,0.827877189,0.172122811,397916.6616,979.20936,1104683.536,460148.8,28619.27516,16.61006,0.93782,4.46504,7.7468,0,1416.717,141930.7058,82818.43332,179011.1922,283516.9707,71607.3895,12.08,56,2595.28407,69.23121748,-159942.7988,474871.9746,475367.8976,20.32227,0.037333433
25,25,25,25,25,25,25,25,25,268374.4625,162311.5483,187696.6701,0,492.44744,10520.99098,188189.1175,0.576622832,0.348738638,0.403280492,0,0.022605145,0.49367743,0.819980463,0.180019537,420410.2525,1336.18175,1063631.682,455474,29687.73094,15.69393,1.09433,4.59503,7.93291,0,1438.361,163626.201,75359.31547,154450.9811,296775.8975,72480.23306,10.75,56.3,2540.47951,88.89572867,-163479.0515,465424.6203,465917.0677,21.1962,-0.009365245
26,26,26,26,26,26,26,26,26,241599.9204,144531.8728,188550.8963,0,442.72629,11126.70674,188993.6226,0.53123267,0.317798336,0.414587869,0,0.02446553,0.502109477,0.83398579,0.16601421,404082.6678,1737.58764,839139.9709,439129.6,29409.69808,15.47904,1.13506,4.24271,6.22486,0,1462.729,170042.976,79593.7475,135297.8367,262720.1912,70299.07396,12.98,56.5,2251.92408,75.39969718,-131018.2396,454791.1567,455233.8829,22.13886,0.001901623
27,27,27,27,27,27,27,27,27,260668.4312,164587.5777,196602.7315,0,839.40661,8592.94641,197442.1381,0.537462774,0.33935715,0.405368034,0,0.017717484,0.494201791,0.820851407,0.179148593,359625.3032,1710.59142,987049.5817,419502.4,29465.62423,16.48828,1.20903,3.68277,6.52252,0,1478.52,177779.8252,82573.04377,152880.9933,280661.3943,72603.44234,8.34,55.7,2379.09302,112.6342604,-145453.5734,484998.1134,485837.52,21.82549,0.019739339
28,28,28,28,28,28,28,28,28,266124.4961,185245.5484,197803.0912,0,1245.40279,8594.17854,199048.494,0.5223366,0.363591219,0.388238571,0,0.016868248,0.496515878,0.824695023,0.175304977,407854.7671,1036.26118,948646.0343,413157.2,30047.25619,16.99769,1.17544,3.44344,6.45918,0,1490.337,192202.6592,95541.22286,149551.2424,288160.8602,73439.47376,13.11,56.6,2439.98442,115.4148226,-148278.804,509488.5102,510733.913,21.75524,0.021590768
29,29,29,29,29,29,29,29,29,279835.0174,205131.2704,198007.3428,0,1718.19182,9928.15283,199725.5346,0.524126003,0.384207215,0.370864226,0,0.018595253,0.498607641,0.828169366,0.171830634,444914.9824,2423.22842,995154.9543,398541.2,30695.99953,17.44938,1.23785,3.60769,7.15325,0,1503.901,205965.8446,98492.41881,156055.2587,309924.1847,75112.6018,4.99,58,2632.97015,91.97609541,-158993.8759,533907.9075,535626.0993,21.5458,0.023459596
30,30,30,30,30,30,30,30,30,275661.3811,251469.9307,210667.9135,0,1285.87408,8729.48362,211953.7876,0.460855493,0.420411805,0.352198283,0,0.014594103,0.499672479,0.829938024,0.170061976,454213.5164,2136.93487,1125996.899,390050,31416.11529,19.08057,1.31803,3.83909,8.19909,0,1521.574,230413.7187,95794.20363,193723.647,303735.9389,79505.35149,10.25,56.5,2942.7892,5.571561614,-148377.2593,598151.4496,599437.3238,20.97537,0.11371073
31,31,31,31,31,31,31,31,31,234301.4643,227349.4645,228230.4889,0,1265.70777,9356.09125,229496.1967,0.395960188,0.384211584,0.38570048,0,0.015811423,0.50698716,0.842087445,0.157912555,400541.6467,2474.45909,1193312.427,408418.6,34988.4647,16.94832,1.3759,3.62193,7.62279,0,1555.305,225493.5053,96048.72215,190842.3655,264929.4528,80611.68618,11.59,56.8,2984.31928,-66.75426516,-107507.6543,591729.8547,592995.5625,21.09317,0.058654285
32,32,32,32,32,32,32,32,32,267468.5381,211096.229,233302.0586,0,1000.48381,9319.15144,234302.5424,0.453915403,0.358247107,0.395932167,0,0.015815342,0.50321419,0.835820678,0.164179322,457758.0838,2637.68573,1438881.823,405837.6,37040.68809,15.93513,1.32249,3.67144,7.4679,0,1595.442,211683.7276,99260.83345,196409.6743,292451.8528,82893.86533,12.08,56.3,2985.89822,-10.75934425,-131938.4297,589247.5474,590248.0312,21.0344,0.10655278
33,33,33,33,33,33,33,33,33,270272.875,224999.0888,235903.5752,0,205.09725,8851.42503,236108.6724,0.446285939,0.371527959,0.389533905,0,0.014615845,0.502452031,0.83455476,0.16544524,535318.183,3029.06254,1596974.01,396847.6,40987.47639,14.77536,1.36776,3.90867,7.86874,0,1636.453,224220.4055,101469.3539,196752.7566,300591.6196,83163.01237,9.03,57.5,3161.54817,-25.79484221,-134422.2348,605604.7292,605604.7291,21.39163,0.121918574
34,34,34,34,34,34,34,34,34,278384.8206,221478.9856,224345.9994,0,530.65377,8170.27972,224876.6532,0.467730836,0.37211997,0.37693701,0,0.013727371,0.499396491,0.829479617,0.170520383,533893.3493,2196.17324,1701891.413,381906.8,45984.61105,12.94306,1.4086,3.86308,7.87461,0,1682.398,213429.5001,100223.5405,199147.2234,312329.4045,82381.77515,11.15,59.1,3103.6908,-14.78806636,-137198.414,595181.6714,595181.6714,21.09801,0.016725546
35,35,35,35,35,35,35,35,35,275216.5085,219475.7233,207396.4808,0,1636.35805,9803.50494,209032.8388,0.470271688,0.375025537,0.354385329,0,0.016751578,0.503232188,0.835850572,0.164149428,507955.1247,2721.54304,1794561.48,374146.4,46753.72877,12.51726,1.41559,3.23493,7.77633,0,1720.394,195275.7056,101051.7762,206972.5237,309106.4079,81929.45317,5.68,59.4,2901.51769,-17.66399451,-126663.4748,585228.7427,585228.7428,20.12435,0.043791795
36,36,36,36,36,36,36,36,36,279149.1602,233557.0239,219184.7063,0,1380.08728,8611.54468,220564.7936,0.452821428,0.378864206,0.355550171,0,0.013969205,0.501088868,0.832290595,0.167709405,452294.2597,2186.89966,1764090.54,373978.2,48801.15849,12.63221,1.42625,3.23478,8.82332,0,1752.326,186730.0769,106832.3383,233083.7372,315047.1959,89820.84606,9.75,58.3,3232.29352,-71.68366443,-124036.113,616466.3221,616466.3221,19.98786,0.091429008
37,37,37,37,37,37,37,37,37,288505.8768,261880.9573,231646.7737,0,1383.66978,9781.89609,233030.4435,0.439591825,0.399023857,0.352956512,0,0.01490452,0.502984014,0.835438363,0.164561637,505578.0248,2643.22653,1749236.205,405037.2,53263,12.32195,1.33501,4.03651,8.75391,0,1774.839,233725.2002,106639.2045,220560.4691,329943.0151,95378.16553,12.36,56.3,3477.18791,-77.02180458,-135511.495,656304.0089,656304.0088,20.11102,0.018418039
38,38,38,38,38,38,38,38,38,290367.1307,241405.5558,242658.8394,0,2326.72885,10065.19479,244985.5682,0.447025975,0.371648656,0.373578111,0,0.015495568,0.503862696,0.836897823,0.163102177,534746.1699,2410.69316,1633893.103,419502.4,54244,11.97465,1.30511,3.66513,7.39349,0,1793.484,231233.6349,111164.8803,211184.4099,336689.1003,95969.57831,9.83,57.3,3277.09955,-36.4965396,-134943.569,649553.1516,649553.1516,20.04112,0.06573999
39,39,39,39,39,39,39,39,39,298104.7662,231312.1897,252703.2396,0,1943.20515,10334.52736,254646.4447,0.457393331,0.354910974,0.387732065,0,0.015856653,0.503126787,0.835675505,0.164324495,547678.258,2481.95246,1646087.601,373380.8,57810,11.27395,1.32835,3.5349,7.98127,0,1808.082,231002.2113,113872.359,209070.0901,342203.4135,97803.21518,8.29,57.4,3423.92831,-49.19431868,-140707.6469,651747.0759,651747.0759,19.432,0.012419997
40,40,40,40,40,40,40,40,40,305512.8733,259018.0439,245018.4372,0,2212.5411,10719.44735,247230.9783,0.451407349,0.3827094,0.362024428,0,0.015838407,0.503831537,0.836846069,0.163153931,513357.0926,2255.97155,1815971.191,389748.4,58528,11.56371,1.37684,4.89903,10.40834,0,1820.802,226510.9996,123458.6323,225925.1591,352700.4098,100905.2515,8.24,58.5,4094.49967,-137.7095978,-143467.9605,676800.8413,676800.9436,19.39512,0.027832832
41,41,41,41,41,41,41,41,41,297095.5084,259625.573,240520.5408,0,735.95149,7924.46009,241256.4923,0.447285205,0.390873219,0.362110084,0,0.011930486,0.498445267,0.827899668,0.172100332,554846.4336,2452.22756,1822754.94,394405.8,60157,11.04143,1.47197,5.58604,10.47199,0,1828.437,230165.0716,124826.7911,206231.9525,346407.7637,102995.7259,6.5,58.4,4232.64701,-181.4150824,-140946.6877,664219.3946,664219.3946,21.08727,0.023854248
42,42,42,42,42,42,42,42,42,284131.9322,229690.7958,245566.8232,0,634.8824,8195.37527,246201.7056,0.433507821,0.350445497,0.374667984,0,0.012503907,0.500485706,0.831288764,0.168711236,543313.7121,2691.68424,1773084.351,388837.8,61592,10.64225,1.52681,4.56765,9.64041,0,1849.187,225776.2022,126193.5707,201565.3513,322919.1661,101942.4124,6.39,58.1,3913.95893,-198.2786782,-112159.7676,655425.1589,655477.3966,19.86065,0.027454864
43,43,43,43,43,43,43,43,43,305640.8118,225220.2961,249035.2397,0,511.93208,8800.1346,249547.1718,0.467548164,0.344526424,0.380956877,0,0.013461837,0.498665078,0.828264766,0.171735234,490628.7741,1748.12846,1809566.151,383554,63283,10.33118,1.42394,6.45575,11.02363,0,1868.121,216756.5776,119410.6766,216386.2003,345631.6104,101234.0688,6.35,59.1,4448.03342,-209.7524093,-134986.6927,653709.7895,653788.2621,20.66721,0.069797576
44,44,44,44,44,44,44,44,44,309418.1458,229164.8137,259259.391,0,556.4871,11721.09552,259815.8781,0.454804455,0.336842488,0.381077605,0,0.017228487,0.504858749,0.838552231,0.161447769,510868.5575,1392.52683,1837593.153,372568.8,67700,10.05207,1.47605,7.55321,13.16981,0,1890.215,226181.2953,121077.4274,227483.859,345880.1009,105781.8505,11.8,57.2,5230.77199,-247.1072052,-129231.1793,680332.2667,680525.2699,20.95295,0.0011226
45,45,45,45,45,45,45,45,45,317916.0977,225351.9866,257878.6477,0,1044.81457,23514.3723,258923.4623,0.46690326,0.330960206,0.378730056,0,0.034534071,0.523553587,0.869603685,0.130396315,536979.688,1649.76501,1837239.31,351828,67776,10.0456,1.50908,9.12753,17.13885,0,1914.699,219691.0463,122712.3541,224531.1026,367307.7363,113916.3351,11.42,58.5,6444.52578,-160.9202666,-143757.5324,680903.5719,680850.894,22.14795,0.021866147
46,46,46,46,46,46,46,46,46,316221.4589,227660.6042,268661.622,0,1012.39552,28322.22471,269674.0175,0.460868771,0.331798048,0.391553919,0,0.041277492,0.530603792,0.881313823,0.118686177,485090.3235,1966.05491,1789426.406,346944.4,69258,9.90535,1.56352,8.92657,19.3446,0,1940.631,227605.4181,121749.2076,225221.126,385086.265,111448.8431,13.06,58,7186.01864,-154.3438829,-154723.8258,686142.084,686024.7111,21.74736,0.005082445
47,47,47,47,47,47,47,47,47,296066.66,240560.6914,280359.6192,0,1307.70434,31839.10226,281667.3235,0.414447886,0.336748048,0.392460439,0,0.044569857,0.537348952,0.892517291,0.107482709,455522.13,2648.69455,1703582.768,341219.8,69610,10.26117,1.78838,8.39185,20.5721,0,1966.357,219540.1515,125697.2212,250534.066,373402.9768,118508.0772,10.21,58,7857.73476,-169.0322464,-134462.0476,714364.0252,714279.8546,21.96177,0.00449648
48,48,48,48,48,48,48,48,48,284345.6173,250857.9562,261817.0261,0,2790.52803,35996.44258,264607.5541,0.408329301,0.36023996,0.375977531,0,0.05169203,0.544804443,0.904900593,0.095099407,475817.33,3077.28595,1606049.813,344537.4,69923,9.95515,1.99502,9.5567,25.04792,0,1984.179,208004.0544,126975.5235,241954.1898,372787.5139,119160.0862,8.35,57.4,8862.73799,-172.655664,-136653.5518,696363.4904,696094.1778,24.65114,-0.012456559
49,49,49,49,49,49,49,49,49,306161.5315,247119.5569,247337.7781,0,4114.76916,35635.38371,251452.5473,0.456687905,0.368617547,0.368943058,0,0.053155759,0.542727027,0.90145008,0.09854992,466100.448,2644.59888,1557686.627,354646.8,69052,9.7042,1.9015,5.95016,17.64435,0,2007.315,202385.1847,122394.6555,227361.0232,395143.6816,117954.0516,6.67,58,6454.27053,-70.39155534,-165858.7168,670395.5335,670094.5064,23.96256,-0.012456559
