,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,CL,NG,PM,NU,EM,RE,PA,CLPRB,HYTCB,NGMPB,PAPRB,GDPRX,TETGR,CLTCD,NGTCD,PATCD,NUETD,TPOPP,TEACB,TECCB,TEICB,TEEIB,TERCB,Precipitation,Temperature,TETCV,RETCD,ELISB,TE,ESTCD,GrowthRate
14,14,14,14,14,14,14,14,14,89.33609,1639.40941,7593.7694,0.0,0.0,0.0,7593.7694,107576.0,17035.43383,9176624.985,7320330.8,0.0,0.0,0.67099,0.53869,2.78367,0.0,12268.628999999999,1508953.208,551904.2086,5072971.876,1480246.698,787712.6474,33.45,64.1,11079.70264,inf,-11577.03586,-2254.5209600000007,5.83895,0.0
15,15,15,15,15,15,15,15,15,120.19086999999999,2361.28984,8203.99403,0.0,0.0,0.0,8203.99403,144159.7561,20052.04982,8415741.686,7087188.2,0.0,0.0,0.61268,0.89233,3.08005,0.0,12568.843,1561401.9880000001,566274.6777,4476429.838,1528648.174,761045.7756,22.21,62.8,12501.71052,inf,-27051.98689,-16366.512149999995,6.81027,0.0
16,16,16,16,16,16,16,16,16,168.42003,3282.1635699999997,9486.88357,0.0,0.0,0.0,9486.88357,182650.6659,11080.38674,8095614.873,6899233.4,0.0,0.0,0.7440899999999999,1.2054799999999999,3.27082,0.0,12904.089,1613678.052,598119.8871,4696388.631,1602233.975,768460.6187,22.53,62.1,14938.9261,inf,-21523.25642,-8585.789249999998,7.81619,0.0
17,17,17,17,17,17,17,17,17,229.70522000000003,3996.92005,11347.22675,0.0,0.0,0.0,11347.22675,209460.0423,12199.3185,7942018.855,6599704.0,374213.9605,22.07152,0.79707,1.3591799999999998,3.5531900000000003,0.0,13193.05,1727264.48,663303.9047,5001619.801,1804757.41,867279.0126,16.27,65.0,18048.37209,inf,-35053.55778,-19479.705760000004,8.98392,0.05503699373610086
18,18,18,18,18,18,18,18,18,365.71929,5231.59188,11865.01553,0.0,0.0,0.0,11865.01553,265268.003,7923.41934,7361538.999,6229490.0,394809.5719,21.9976,0.8740100000000001,1.70807,3.5044800000000005,0.0,13500.428999999998,1825561.03,713455.7841,5215168.272,1949322.5869999998,930692.3433,18.28,64.3,20319.38198,inf,-36787.03576,-19324.70906,9.78316,0.033286836326573976
19,19,19,19,19,19,19,19,19,668.25202,5573.958610000002,17929.79234,0.0,0.0,0.0,17929.79234,356524.1370000001,12447.87779,7999621.09,5904945.2,407951.5335,21.988229999999998,1.1371799999999999,1.9335900000000001,4.8464800000000015,0.0,13888.371000000001,1880592.9840000002,816533.2362,5331251.1110000005,2000510.375,941758.4326,20.36,63.7,27354.78866,inf,-62030.85141,-37858.848439999994,10.88965,0.03524734170413407
20,20,20,20,20,20,20,20,20,892.5359300000001,6837.95191,23784.941609999998,0.0,0.0,0.0,23784.941609999998,385040.8211,10171.1505,7966294.779,5669128.8,422330.7406,21.37136,1.21575,2.1653,6.74872,0.0,14338.208,1801946.491,760193.7144,5533705.177999998,2173443.2430000002,929935.458,20.67,65.7,35405.960289999995,inf,-90489.54324,-58974.11379,12.69162,0.06314642467681168
21,21,21,21,21,21,21,21,21,1261.60445,8869.88992,28154.463060000002,0.0,0.0,0.0,28154.463060000002,418837.5679,11972.11358,7786476.105,5481765.6,448999.4169,19.68611,1.46963,2.77635,7.85842,0.0,14746.318000000001,1825953.612,788171.3732,5317193.338,2207365.318,907729.4162,27.77,65.7,43163.75156,inf,-100549.2348,-62263.27737000001,15.62204,0.0036124739564221834
22,22,22,22,22,22,22,22,22,1495.5006,9736.53003,25839.1164,0.0,3.09125,0.0,25842.20765,448800.8864,10737.83655,7302001.1620000005,5366716.8,450621.4156,18.31661,1.6072799999999998,3.43795,7.52187,0.0,15331.415,1882945.968,818907.6236,4582829.892,2200529.251,969172.4856,21.31,64.6,42823.23134,inf,-63919.43537000001,-26848.28834000001,18.34151,-0.0015234970559175071
23,23,23,23,23,23,23,23,23,1711.80598,9522.58626,24571.65623,0.0,19.87445,0.0,24591.53068,493047.9886,11648.20688,6722393.488,5235520.8,449934.8952,18.28373,1.68373,3.5274900000000002,7.12627,0.0,15751.676000000001,1880447.395,892409.7351,4506367.178,2206060.1459999997,947256.9617,19.5,63.2,42370.80413,inf,-19638.12843,16167.92004,19.05815,0.05823272962270115
24,24,24,24,24,24,24,24,24,1807.28121,10687.87059,25226.24132,0.0,13.950370000000001,0.0,25240.19169,515268.7098,10766.6154,7060735.791,5247689.2,476135.8323,18.39009,1.6831,3.68209,7.05543,0.0,16007.086000000001,1959857.554,878272.7683,4869332.463,2302918.603,1048709.303,22.33,64.3,44663.3168,-inf,28018.38485,65739.77797000001,18.42263,0.04476098427007629
25,25,25,25,25,25,25,25,25,1833.17946,9815.82995,23625.456380000003,0.0,24.61496,0.0,23650.071340000002,574734.0457,14635.59929,6924656.325,5155219.8,497448.1408,17.728839999999995,1.59665,3.38081,6.5766899999999975,0.0,16272.733999999999,2027384.782,893693.0525,4820883.221,2331942.075,1077207.947,22.27,63.5,42849.64982,-inf,60741.85143,96016.31722000001,18.58205,-0.022293669812827228
26,26,26,26,26,26,26,26,26,1798.56117,7021.233690000001,17822.233669999998,0.0,17.65642,0.0,17839.89009,615490.0159,20603.02186,7018350.486000001,4869714.8,486358.1962,17.904339999999994,1.54682,2.6223099999999997,4.9362699999999995,0.0,16561.113,2073302.961,876652.1833,4707757.414,2264602.731,1050204.864,31.98,65.3,34347.25142,-inf,95559.52592,122201.55445,16.911170000000002,-0.003924427541085593
27,27,27,27,27,27,27,27,27,1850.79963,6513.90769,18949.23682,0.0,27.6132,0.0,18976.850019999998,640051.3483,22481.84731,6972153.488,4554605.75,484449.5187,18.47175,1.53731,2.3788400000000003,5.23206,0.0,16621.791,2032586.239,902336.4233,4924545.5030000005,2259195.889,1089165.183,27.07,63.5,35036.794969999995,-inf,109715.478,137029.42214,16.317829999999994,0.059876975784473985
28,28,28,28,28,28,28,28,28,1852.30738,7247.166999999998,19050.14317,14.92286,21.106579999999997,0.0,19071.24975,658102.249,12750.63555,7132908.584,4424759.916,513456.8908,18.53943,1.4653,2.4432400000000003,4.99528,0.37121,16667.022,2146023.8019999997,946198.4339,5308078.454,2350438.734,1118902.4109999998,16.22,64.2,36518.99332,-inf,109864.9696,138029.51001,16.582539999999998,0.025536291429589995
29,29,29,29,29,29,29,29,29,1924.39985,8053.06341,19687.550030000002,44.01727,17.19775,0.0,19704.74778,675279.6143,15033.982909999999,7054657.828,4151047.3219999997,526568.6756,18.621660000000002,1.44052,2.4961900000000004,5.11491,0.41635,16806.735,2149960.8140000002,993076.655,5469387.391,2605261.905,1193165.76,27.66,63.7,38103.01173,inf,-12651.73935,17057.29121,16.79384,0.03217857249235901
30,30,30,30,30,30,30,30,30,1918.2789300000002,7586.68348,24554.38651,93.99076,18.57548,0.0,24572.96199,706720.2723,18657.28725,7175830.1779999975,4077495.555,543512.9039,18.271079999999998,1.43835,2.44928,6.3410800000000025,0.56006,17056.755,2155141.8030000003,1009597.015,5575489.8379999995,2640827.645,1190350.624,31.35,65.2,43253.26986,-inf,27947.49153000001,62100.83121,17.08661,0.016156793034698014
31,31,31,31,31,31,31,31,31,1982.22987,7214.31408,23895.31885,100.7955,18.36629,0.0,23913.68514,674066.6225,23215.727319999998,7110440.241,4099176.0719999997,552294.3294,17.98406,1.48654,2.28493,6.0787,0.48557,17398.005,2103189.156,1024283.5229999999,5596846.525,2671652.801,1208185.702,33.28,64.2,43258.99144,-inf,14853.94741,48046.60571,17.91116,0.03928532404736285
32,32,32,32,32,32,32,32,32,1960.6934899999999,7598.365240000001,23663.90098,133.27829,20.671310000000002,0.0,23684.57229,685491.3161,27283.892089999998,7020275.5129999975,3908960.1610000003,573991.3911,17.55112,1.48082,2.45451,5.84574,0.5196,17759.738,2149477.456,1023692.7390000001,5727818.902000003,2684437.3210000005,1173195.439,27.88,64.0,43421.78375,inf,-21377.43471,11978.803290000007,18.2089,0.03596025449169844
33,33,33,33,33,33,33,33,33,2033.3796899999998,9020.50308,23176.87335,90.18327,4.6278,0.0,23181.50115,682967.12,18416.04915,7058330.02,3717387.877,594632.2676,17.10343,1.42127,2.7753799999999997,5.78067,0.69201,18161.612,2143063.526,1039312.5009999999,5746011.511,2774473.295,1241860.922,18.8,63.5,44980.77958,-inf,9522.81338,43843.75277,18.929,0.055886830753615745
34,34,34,34,34,34,34,34,34,1868.45415,7979.33344,25578.47445,180.26561,11.56668,0.0,25590.04113,660044.324,15787.977780000001,7200826.914,3592787.71,627864.3805,16.62531,1.3447799999999999,2.4994099999999997,6.11235,0.5999899999999999,18564.061999999998,2200292.273,1069547.477,5927941.607000003,2864479.559,1240654.135,28.44,64.5,47236.93124,inf,-13362.817,22243.710650000005,19.07195,0.050489636591193744
35,35,35,35,35,35,35,35,35,1819.4523399999998,7409.1939900000025,25923.27923,211.36686,39.12396,0.0,25962.40319,664511.1946,17564.924580000006,7174481.382,3482313.5519999997,659565.0249,16.12206,1.33313,2.23089,6.17898,0.5564600000000001,18958.751,2167766.809,1133532.5659999999,6059878.43,2951742.43,1272380.284,23.11,63.8,46861.45106,inf,-25655.25933,9708.033089999997,18.12486,0.05924943095023123
36,36,36,36,36,36,36,36,36,1919.6128899999999,9815.63653,31892.58098,211.9151,15.25714,0.0,31907.83812,709509.4385,9924.76628,7303998.166,3455057.855,698643.8773,16.43352,1.29217,2.77707,7.0143699999999995,0.56412,19340.342,2340281.247,1134763.852,6637185.199,3051917.1580000008,1368958.293,28.96,64.3,55705.9819,-inf,45138.64044,88978.38594000002,18.21088,0.07983197808237623
37,37,37,37,37,37,37,37,37,1920.64645,10773.83869,31828.066240000004,213.10029,35.29997,0.0,31863.366210000004,687914.135,18288.92975,7228302.747,3445784.89,754418.0,15.695110000000001,1.2609299999999999,3.05138,6.52787,0.5435800000000001,19740.317,2404696.806,1188172.9540000001,6861007.914,3135941.025,1386786.68,27.08,63.0,56861.08301,-inf,44362.56214,89098.21381,18.22765,0.06330045147385137
38,38,38,38,38,38,38,38,38,1859.6418,9128.94786,26530.83298000001,212.61444,45.1123,0.0,26575.94528,677016.1158,14528.89974,7253721.655,3252953.189,802173.0,14.99014,1.24926,2.54428,5.2808,0.52388,20157.531000000006,2526544.402,1220153.326,6817072.304,3343513.381,1460902.882,13.87,66.7,50766.88535,-inf,39110.21316,76842.25024,17.92744,0.04374368122587023
39,39,39,39,39,39,39,39,39,1853.4651800000001,9475.21743,29732.1928,191.37518,42.03507000000001,0.0,29774.22787,671988.6418,11455.22656,6983174.017000001,2973143.6939999997,837263.0,13.957310000000001,1.21108,2.7347,6.04411,0.49818999999999997,20558.22,2512336.751,1251401.4640000002,6485897.307999997,3363640.863,1436310.852,16.63,66.3,53748.64482,-inf,7530.71092,48782.96151,17.851670000000006,0.042202987591712524
40,40,40,40,40,40,40,40,40,1902.4036199999998,16609.70654,41809.98050000001,175.38177,61.45671,0.0,41871.437210000004,632360.2141,8456.251559999999,7180897.614,2970430.438,872598.0,13.81451,1.2288,4.28808,8.58414,0.44778,20944.936999999998,2565843.693,1353967.362,6586698.318,3523714.517,1547998.4519999996,22.12,66.4,72208.94125,-inf,18224.53052,78722.00295000001,19.14731,0.026109388286473266
41,41,41,41,41,41,41,41,41,1992.86733,17223.38818,38287.38045,163.32752,58.80047,0.0,38346.18092,578695.5622,12403.03056,7172333.485,2951557.7210000013,895381.0,13.266739999999999,1.33483,4.63921,7.956460000000001,0.40981999999999996,21330.19,2677086.2709999997,1337497.3590000002,6310527.904,3425471.8310000002,1553680.165,21.87,64.9,72162.47952000001,-inf,63988.03527000001,121654.99875,21.79927,0.023517362999661597
42,42,42,42,42,42,42,42,42,1978.19537,13852.883569999998,37022.58991,131.07689,24.62549,0.0,37047.2154,581167.8520000001,11429.28412,6892161.774,2902191.017,916438.0,13.21248,1.27599,3.6557699999999995,7.40753,0.35243,21705.766,2771307.253,1328778.148,6410045.681,3489205.586,1598294.915,27.94,63.7,66692.83283,-inf,31467.625760000014,84452.37150000001,19.56254,0.0017469812469583321
43,43,43,43,43,43,43,43,43,2024.43185,20157.59893,44696.55171000001,128.74605,22.61605,0.0,44719.167760000004,594734.1761,9181.4559,7008036.626,2846892.68,918039.0,13.04228,1.26214,5.6322,8.94576,0.36948000000000003,22048.452,2656664.346,1312957.074,6423694.331,3424876.8189999997,1580003.1909999999,19.01,64.7,80799.73297000001,-inf,91441.33443,158448.66297,22.15671,0.054816843293149856
44,44,44,44,44,44,44,44,44,2147.3042800000007,21200.714640000002,57134.60198000001,151.96014,32.09168,0.0,57166.693660000004,572488.5665,13034.7034,6908959.024,2780290.245,968363.0,12.44838,1.3205799999999999,6.1334800000000005,11.05829,0.36041999999999996,22408.514,2703472.965,1308206.855,6492687.284,3467973.394,1550187.675,37.37,63.7,95298.34242,-inf,32066.25266,112700.8337,23.45867,0.0027200543597803717
45,45,45,45,45,45,45,45,45,2190.16775,24494.566590000002,71731.92717000001,152.55148,24.19705,0.0,71756.12422,595611.5385,13324.26754,6934171.9279999975,2766663.165,970997.0,11.88908,1.34542,8.10533,14.16284,0.38234,22790.696,2729490.915,1395007.229,5810122.984,3539984.7180000013,1609629.4030000004,19.66,65.1,114594.7051,-inf,80524.02942,179093.24240999995,26.94397,0.04789716137125037
46,46,46,46,46,46,46,46,46,2424.06198,20532.34084,89265.66926,162.68061,746.12343,0.0,90011.79269,593495.9058,6566.09035,7071527.721,2752514.93,1017505.0,11.78187,1.50535,6.9954600000000005,16.42841,0.37777,23356.591,2863263.2610000004,1373061.7719999999,6178128.5,3565374.18,1573647.959,20.77,66.7,135959.8398,-inf,117898.2282,230282.98089,30.52087,0.05145724099635874
47,47,47,47,47,47,47,47,47,2662.7217,21465.35,97813.38869,199.7331,1152.33716,0.0,98965.72585,554720.3520000001,16253.61185,7548608.942000003,2647511.143,1069863.0,11.2801,1.65473,7.0933699999999975,18.07959,0.46513000000000004,23824.517999999996,2907754.557,1375403.844,6194755.828,3628747.488,1590252.9730000002,35.84,63.9,144676.5029,-inf,60715.27047,182856.46396,29.85241,-0.003700473798981739
48,48,48,48,48,48,48,48,48,3058.90695,27441.51372,116311.16659000001,202.41009,1590.90551,0.0,117902.0721,515492.604,10242.91137,8228007.779,2593041.29,1065904.0,11.03432,1.9047599999999998,9.15795,23.024729999999998,0.47545,24290.611,2870450.7569999998,1415147.7480000001,5866009.291,3652090.8910000003,1609918.6430000004,24.37,64.9,170067.5441,-inf,66610.35674,213624.35409,32.41873,0.0005000450321980216
49,49,49,49,49,49,49,49,49,2836.34499,13058.58913,72968.9178,239.40682999999999,1185.9651,0.0,74154.8829,455507.14,10039.69525,8074816.241,2646911.2,1066437.0,10.5936,1.8936099999999998,4.65043,15.07646,0.55155,24770.651,2724206.6760000004,1459571.7769999998,5502161.262,3556758.1139999996,1611463.135,21.56,65.0,115217.0438,-inf,100588.547,189691.80575,29.20894,0.0005000450321980216
